name,rest_id,city,area,rating,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link
Udupi Palace,42294,1,HSR,4.2,"['Beverages', 'Biryani', 'Chinese', 'Desserts', 'North Indian', 'South Indian']",15000,30,30,30,HSR,20% off on orders above ₹149,Percentage,RESTAURANT,2500,
Sagar Fast Food,350,1,BTM,4.2,"['North Indian', 'Chinese', 'South Indian']",30000,52,52,52,1st Stage,20% off on orders above ₹149,Percentage,RESTAURANT,0,
Donne Biriyani House,111247,1,HSR,3.9,['South Indian'],30000,33,33,33,3rd sector,20% off on orders above ₹120,Percentage,RESTAURANT,2500,
Burger House,233226,1,HSR,--,"['Bakery', 'Beverages', 'Indian', 'Italian']",20000,41,41,41,HSR,20% off on all orders,Percentage,RESTAURANT,2500,
Paratha Envy,279021,1,HSR,4.4,"['North Indian', 'Mughlai', 'Punjabi']",28000,45,45,45,HSR,20% off on all orders,Percentage,RESTAURANT,2500,
Gyms Kitchen,167157,1,HSR,4.5,['Healthy Food'],30000,38,38,38,HSR LAYOUT,20% off on all orders,Percentage,RESTAURANT,2500,
Madurai Idly Shop,18532,1,Bellandur Sarjapur,4,['South Indian'],30000,44,44,44,Kaikondrahalli,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Sri Vishnu Grand Veg,58058,1,Bellandur Sarjapur,4,"['South Indian', 'Indian', 'Chinese']",25000,32,32,32,Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Lassi Cafe,117980,1,Kudlu Gate,4.2,"['North Indian', 'Desserts', 'Fast Food', 'Beverages']",25000,35,35,35,Harlur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Lazy Bear,209240,1,Kudlu Gate,4.1,"['North Indian', 'Oriya', 'Chinese', 'Fast Food', 'Home Food']",25000,32,32,32,Harlur Road,20% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,
Rusbury Fresh Sweets and Savouries,128140,1,Kudlu Gate,4.1,"['Sweets', 'Desserts', 'Street Food', 'Chaat']",15000,32,32,32,ACES Layout,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Behrouz Biryani,210187,1,Kudlu Gate,4.2,['Biryani'],60000,38,38,38,AECS Layout,20% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,
Sri Vishnu Grand,116924,1,Kudlu Gate,4.1,"['South Indian', 'North Indian']",16000,31,31,31,"Naganathapura, Rayasandra Circle",20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
MAHAPRASDHA,334810,1,Kudlu Gate,--,"['Sweets', 'Fast Food', 'Indian', 'Chinese']",25000,39,39,39,Kudlu Gate,20% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,
Sri Vishnu Grand,67535,1,Kudlu Gate,4.2,"['Chinese', 'South Indian', 'North Indian', 'Punjabi']",30000,34,34,34,Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Indori Zaika,42748,1,HSR,3.9,['North Indian'],25000,38,38,38,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Shree Khana Khazana,17635,1,HSR,4.3,"['Indian', 'Rajasthani', 'North Indian', 'Punjabi', 'Beverages', 'Jain', 'Thalis', 'Combo']",35000,34,34,34,Sector 4,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Shree Khana Khazana,17635,1,HSR,4.3,"['Indian', 'Rajasthani', 'North Indian', 'Punjabi', 'Beverages', 'Jain', 'Thalis', 'Combo']",35000,34,34,34,Sector 4,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Third Wave Coffee Roasters,69903,1,HSR,4.4,"['Cafe', 'Beverages', 'Pizzas']",60000,40,40,40,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Goli Vada Pav No. 1,238184,1,HSR,4.3,"['Maharashtrian', 'North Indian', 'Fast Food', 'Street Food']",10000,36,36,36,HSR 27th Main,20% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,
Third Wave Coffee Roasters,69903,1,HSR,4.4,"['Cafe', 'Beverages', 'Pizzas']",60000,40,40,40,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Goli Vada Pav No. 1,238184,1,HSR,4.3,"['Maharashtrian', 'North Indian', 'Fast Food', 'Street Food']",10000,36,36,36,HSR 27th Main,20% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,
Dosa Chicken & Tiffins,62430,1,HSR,4.3,"['South Indian', 'Fast Food', 'Andhra']",20000,42,42,42,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Habibi Falafel,256637,1,BTM,4.2,"['Mediterranean', 'Lebanese', 'Fast Food', 'Middle Eastern', 'Arabian']",30000,43,43,43,BTM,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Habibi Falafel,256637,1,BTM,4.2,"['Mediterranean', 'Lebanese', 'Fast Food', 'Middle Eastern', 'Arabian']",30000,43,43,43,BTM,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Biryani Lover,236422,1,Electronic City,3.3,"['Biryani', 'Chinese', 'Indian']",30000,50,50,50,Electronic City,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Biryani Lover,236422,1,Electronic City,3.3,"['Biryani', 'Chinese', 'Indian']",30000,50,50,50,Electronic City,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Samosa Party,81645,1,Bellandur Sarjapur,4.3,"['Fast Food', 'Snacks', 'Street Food', 'Chaat', 'Beverages', 'North Indian']",10000,42,42,42,"Amba bajaj showroom, Bellandur Gate rd",20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Subway,53120,1,Electronic City,4.3,"['Fast Food', 'Healthy Food', 'Salads', 'Snacks', 'Desserts', 'Beverages']",35000,49,49,49,Electronic City Phase 1,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Hyderabad Magic,20256,1,Electronic City,3.8,"['North Indian', 'Chinese', 'Andhra']",30000,44,44,44,Near Tech Mahindra,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Delhi Base,12253,1,Electronic City,3.9,['North Indian'],20000,46,46,46,Phase 1,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Veruthe Oru Thattukada,31075,1,Arekere,4.1,"['Biryani', 'Seafood', 'South Indian']",35000,52,52,52,Akshaya Nagar,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Brunch Hub,307521,1,Bellandur Sarjapur,--,"['Snacks', 'Fast Food', 'Healthy Food']",15000,47,47,47,Bellandur Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Brunch Hub,307521,1,Bellandur Sarjapur,--,"['Snacks', 'Fast Food', 'Healthy Food']",15000,47,47,47,Bellandur Sarjapur,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Kathi Junction,110350,1,Electronic City,--,"['North Indian', 'Chinese']",50000,56,56,56,ELECTRONIC CITY PHASE 1,20% off | Use SWIGGYIT,Percentage,RESTAURANT,5700,
Sitara Veg,19649,1,Electronic City,4.2,"['South Indian', 'North Indian', 'Chinese', 'Chaat', 'Desserts', 'Tandoor']",20000,57,57,57,Opp Symbiosis Institute,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Mast Marathi,195872,1,HSR,4,"['Maharashtrian', 'Fast Food', 'North Indian', 'Beverages']",30000,43,43,43,HSR,15% off on orders above ₹299,Percentage,RESTAURANT,2500,
Flavours Hut,136764,1,HSR,4.2,"['Kerala', 'South Indian', 'North Indian', 'Chinese']",10000,35,35,35,"HSR Layout,7th sector",15% off on orders above ₹129,Percentage,RESTAURANT,2500,
Falahaar & Kota Kachori,320970,1,Electronic City,3.6,"['Chaat', 'Fast Food', 'North Indian', 'Gujarati', 'Rajasthani', 'Sweets']",20000,45,45,45,Electronic City,15% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,
Falahaar & Kota Kachori,260977,1,Bellandur Sarjapur,4,"['Chaat', 'Sweets', 'Fast Food', 'Gujarati', 'Rajasthani', 'North Indian']",15000,52,52,52,Bellandur Sarjapur,15% off | Use SWIGGYIT,Percentage,RESTAURANT,5700,
Tea House,235158,1,HSR,4.4,['Indian'],20000,35,35,35,HSR,15% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,
Colombo Idli House,239150,1,HSR,4.4,"['South Indian', 'Italian', 'Snacks', 'Sri Lankan']",20000,32,32,32,Kudlu Gate,15% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,
Brownie Heaven,316184,1,HSR,4.7,['Desserts'],20000,31,31,31,HSR,15% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,
Thalassery Restaurant,72852,1,Electronic City,3.9,"['South Indian', 'Biryani', 'Kerala', 'North Indian', 'Chinese']",30000,48,48,48,"electronic city,phase 2",15% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
 Maggi Hut,115742,1,BTM,3.9,"['Fast Food', 'North Indian']",20000,57,57,57,BTM 2ND STAGE,15% off | Use SWIGGYIT,Percentage,RESTAURANT,5700,
 Maggi Hut,115742,1,BTM,3.9,"['Fast Food', 'North Indian']",20000,57,57,57,BTM 2ND STAGE,15% off | Use SWIGGYIT,Percentage,RESTAURANT,5700,
Delite Chaat House,151228,1,Bellandur Sarjapur,3.9,"['Gujarati', 'Fast Food', 'Street Food', 'Indian', 'North Indian', 'Maharashtrian', 'Rajasthani']",12000,33,33,33,Bellandur/Sarjapur,10% off on all orders,Percentage,RESTAURANT,2500,
Kapoor's Cafe,27746,1,HSR,4.2,['North Indian'],50000,34,34,34,HSR Sector 1,10% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,
Kapoor's Cafe,27746,1,HSR,4.2,['North Indian'],50000,34,34,34,HSR Sector 1,10% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,
Kumarakom,295,1,HSR,4.1,"['Kerala', 'South Indian']",30000,42,42,42,Sector 4,10% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,
Phulke Ghar Ke,4747,1,Bellandur Sarjapur,4.3,['North Indian'],20000,43,43,43,HMR Complex,10% off | Use SWIGGYIT,Percentage,RESTAURANT,3700,
Phulke Ghar Ke,4747,1,Bellandur Sarjapur,4.3,['North Indian'],20000,43,43,43,HMR Complex,10% off | Use SWIGGYIT,Percentage,RESTAURANT,3700,
Street Box,336771,1,Bellandur Sarjapur,4.1,"['Chaat', 'Fast Food']",15000,46,46,46,Bellandur Sarjapur,10% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,
Retro the vintage cafe,202111,1,Kudlu Gate,4.5,"['Beverages', 'Ice Cream', 'Snacks', 'Desserts', 'Bakery', 'Fast Food']",20000,33,33,33,Silver County Road,,,,2200,
The Farmer's Son,202176,1,Kudlu Gate,--,"['Beverages', 'Juices', 'Healthy Food']",20000,27,27,27,"Haralur Road, Kudlu Rd",,,,2200,
Thammudu Paaji,171752,1,Kudlu Gate,4.1,"['North Indian', 'Chinese', 'South Indian']",25000,33,33,33,Harlur,,,,2200,
Sree Krishna Kafe,187415,1,Kudlu Gate,4.4,['South Indian'],25000,23,23,23,HSR EXTENSION,,,,2200,
Istah Shawarma and Biryani,293027,1,Kudlu Gate,4.2,"['Biryani', 'Arabian', 'Lebanese']",25000,30,30,30,MICRO LABS BOMMANAHALLI,,,,2200,
Nashta Express,280576,1,HSR,4.2,"['Home Food', 'Healthy Food', 'Indian']",20000,35,35,35,"Link Rd, BDA Layout",,,,2200,
The Naidu Biryani,237372,1,Kudlu Gate,--,"['Biryani', 'South Indian', 'North Indian', 'Thalis', 'Andhra']",35000,28,28,28,"harlur road,hsr",,,,2200,
Shudh Desi Bhukkad,317882,1,Kudlu Gate,--,['Chinese'],30000,31,31,31,HSR,,,,2200,
FUEL,344467,1,Kudlu Gate,--,"['Beverages', 'Continental', 'Juices']",14900,24,24,24,Kudlu Gate,,,,2200,
Aarogya Bhavan,217802,1,Kudlu Gate,4,"['Fast Food', 'Chaat', 'Ice Cream', 'Juices', 'South Indian', 'Salads', 'Snacks']",25000,27,27,27,AECS layout,,,,2200,
Sri Bhagya Veg,195392,1,Kudlu Gate,4.1,"['North Indian', 'South Indian']",25000,26,26,26,Kudlu Gate,,,,2200,
Sri Bhagya Veg,195392,1,Kudlu Gate,4.1,"['North Indian', 'South Indian']",25000,26,26,26,Kudlu Gate,,,,2200,
CupCake Noggins- Harlur main Rd,205861,1,Bellandur Sarjapur,4.3,"['Desserts', 'Bakery', 'Pizzas', 'Snacks']",15000,46,46,46,Bineeta Plaza,,,,2500,
friends& flavors,308750,1,Kudlu Gate,--,"['North Indian', 'Chinese', 'Continental', 'South Indian']",20000,26,26,26,Kudlu Gate,,,,2200,
Idli Master,314260,1,Kudlu Gate,--,"['South Indian', 'Chinese']",18000,34,34,34,Kudlu Gate,,,,2200,
Idli Master,314260,1,Kudlu Gate,--,"['South Indian', 'Chinese']",18000,34,34,34,Kudlu Gate,,,,2200,
Alice Kitchen,230985,1,Kudlu Gate,4,"['Indian', 'Kerala']",20000,37,37,37,"OWNERS COURT EAST,KASAVANAHALLI",,,,2500,
125 gms,253630,1,HSR,--,"['Cafe', 'Chinese', 'Combo', 'Indian']",15000,31,31,31,HSR,,,,2200,
Udupi Upahar,233770,1,Kudlu Gate,4.3,"['North Indian', 'South Indian', 'Chinese']",25000,30,30,30,Kudlu Gate,,,,2200,
90's,146285,1,HSR,4,"['North Indian', 'Fast Food']",18000,32,32,32,Parangi Palaya HSR Layout Sector 2,,,,2200,
You Me And Tea,302189,1,HSR,--,"['Indian', 'Snacks', 'Chinese', 'Beverages']",30000,32,32,32,Sector 2,,,,2200,
Munchies By Kapoor Aunty,304085,1,HSR,--,['Snacks'],40000,27,27,27,HSR,,,,2200,
Lungees Foods,154387,1,Bellandur Sarjapur,4.3,"['Kerala', 'South Indian', 'Biryani', 'Seafood']",30000,38,38,38,Bellandur Sarjapur,,,,2500,
De ranthal,123886,1,HSR,4.1,['Kerala'],20000,34,34,34,HSR,,,,2500,
Zippy Bowls,322379,1,HSR,4.9,"['Biryani', 'Chinese', 'Combo', 'Continental', 'Desserts', 'North Indian', 'Pan-Asian']",30000,28,28,28,HSR,,,,2500,
Zippy Bowls,322379,1,HSR,4.9,"['Biryani', 'Chinese', 'Combo', 'Continental', 'Desserts', 'North Indian', 'Pan-Asian']",30000,28,28,28,HSR,,,,2500,
Bong Moyra,151039,1,HSR,4.2,['Sweets'],10000,28,28,28,"Sector 2, HSR Layout",,,,2500,
Hotel arogya,167081,1,HSR,4.5,"['North Indian', 'South Indian']",20000,28,28,28,NEAR MARAMMA TEMPLE,,,,2500,
SLV fast food,194005,1,HSR,--,"['Beverages', 'Chinese', 'South Indian']",25000,34,34,34,Kudlu Gate,,,,2500,
Mumbai Tiffin,171768,1,HSR,4.5,"['North Indian', 'Home Food', 'Thalis', 'Combo']",40000,38,38,38,Sector 5,,,,2500,
Bobby's street food,261691,1,HSR,--,['Indian'],10000,28,28,28,HSR,,,,2500,
JUMBO SANDWICH,337344,1,HSR,--,"['Continental', 'Beverages']",30000,33,33,33,HSR,,,,2500,
"Cupcake Noggins - Cakes,Pastries and Desserts(Sarjapur Rd)",1887,1,Bellandur Sarjapur,4.4,"['Desserts', 'British', 'Pizzas', 'Bakery', 'Snacks']",15000,27,27,27,Bineeta Plaza,,,,2500,
"Cupcake Noggins - Cakes,Pastries and Desserts(Sarjapur Rd)",1887,1,Bellandur Sarjapur,4.4,"['Desserts', 'British', 'Pizzas', 'Bakery', 'Snacks']",15000,27,27,27,Bineeta Plaza,,,,2500,
Kachori Kafe,26647,1,HSR,3.8,"['North Indian', 'Rajasthani']",40000,35,35,35,22nd Cross,,,,2500,
Lassi Shop,28689,1,HSR,3.9,"['Beverages', 'Desserts', 'Snacks']",10000,30,30,30,24th main,,,,2500,
Cafe Madhura,225382,1,HSR,--,"['South Indian', 'Indian', 'Chinese']",50000,34,34,34,HSR,,,,2500,
Maruthi Sweets,158747,1,HSR,--,"['Fast Food', 'Sweets']",10000,34,34,34,HSR LAYOUT,,,,2500,
"Cupcake Noggins - Cakes,Pastries and Desserts",19087,1,Bellandur Sarjapur,4.3,"['Desserts', 'Bakery', 'Pizzas', 'Snacks']",15000,27,27,27,27th Main Sector 1,,,,2500,
Gunpowder Idli,332484,1,HSR,--,['South Indian'],30000,37,37,37,HSR,,,,2500,
Maruthi Sweets,158747,1,HSR,--,"['Fast Food', 'Sweets']",10000,34,34,34,HSR LAYOUT,,,,2500,
GUNTUR CHILLI,332641,1,HSR,4.5,['South Indian'],35000,38,38,38,HSR,,,,2500,
"Cupcake Noggins - Cakes,Pastries and Desserts",19087,1,Bellandur Sarjapur,4.3,"['Desserts', 'Bakery', 'Pizzas', 'Snacks']",15000,27,27,27,27th Main Sector 1,,,,2500,
Jamshedpur chats and golgappa,216876,1,HSR,4.2,"['North Indian', 'Chaat']",20000,35,35,35,HSR Layout,,,,2500,
Bowl It,316383,1,HSR,--,"['Salads', 'Desserts', 'Italian']",30000,37,37,37,HSR,,,,2500,
 OliveU.Fit,304164,1,HSR,--,['Beverages'],30000,34,34,34,HSR,,,,2500,
Burgermeister,304156,1,HSR,4.2,"['American', 'Fast Food', 'Beverages']",30000,37,37,37,HSR,,,,2500,
The Chaat Studio,263103,1,HSR,--,"['Chaat', 'Chinese', 'Indian']",20000,38,38,38,HSR,,,,2500,
Bean Muse Cafe,342131,1,HSR,--,"['Pastas', 'Continental']",50000,30,30,30,HSR,,,,2500,
CUPPA REDEFINED,256138,1,HSR,4.4,"['American', 'Continental', 'Beverages', 'Desserts']",30000,37,37,37,HSR,,,,2500,
Matka Kulfi,335284,1,HSR,--,['Ice Cream'],20000,30,30,30,HSR,,,,2500,
Fresh Cane Juice,335264,1,HSR,--,"['Indian', 'Juices']",20000,30,30,30,HSR,,,,2500,
Mighty Paws,37011,1,Bellandur Sarjapur,--,"['Beverages', 'Continental', 'Desserts', 'Italian']",50000,44,44,44,KPCL Layout,,,,2500,
Udupi Grand Veg,198562,1,Kudlu Gate,4.3,['South Indian'],13000,36,36,36,Kudlu Gate,,,,2500,
Grubbery,239712,1,HSR,--,"['Continental', 'American', 'Pan-Asian', 'Desserts', 'Beverages']",30000,35,35,35,HSR,,,,2500,
Aakriti,217263,1,Bellandur Sarjapur,--,"['Biryani', 'Chinese', 'Fast Food']",40000,29,29,29,"Opp: lacasa kpc layout road,3rd cross",,,,2500,
Andhra Biriyani House,219293,1,Bellandur Sarjapur,--,['Biryani'],30000,29,29,29,Bellandur Sarjapur,,,,2500,
Shree Mahalakshmi Sweets,82158,1,HSR,3.6,"['Sweets', 'Snacks']",20000,38,38,38,1ST SECTOR,,,,2500,
Udupi Aramane,241191,1,HSR,4.3,['Indian'],25000,34,34,34,"Mangammanapalya Main Rd, Sector 7",,,,2500,
Shree Mahalakshmi Sweets,82158,1,HSR,3.6,"['Sweets', 'Snacks']",20000,38,38,38,1ST SECTOR,,,,2500,
Udupi Aramane,241191,1,HSR,4.3,['Indian'],25000,34,34,34,"Mangammanapalya Main Rd, Sector 7",,,,2500,
Travancore Kitchen,120919,1,Bellandur Sarjapur,4.1,"['South Indian', 'Kerala', 'Seafood']",25000,36,36,36,Bellandur/Sarjapur,,,,2500,
"Bhartiya Jalpan - Sweets, Dry Fruit and Savouries",342408,1,HSR,--,"['North Indian', 'Desserts', 'Beverages']",45000,40,40,40,HSR,,,,2500,
Bhartiya Jalpan,342032,1,HSR,--,"['Fast Food', 'Indian', 'Beverages']",45000,32,32,32,HSR,,,,2500,
Juice Junction Food Court,62756,1,HSR,--,"['Chinese', 'North Indian', 'South Indian']",20000,30,30,30,HSR,,,,2500,
Baskin Robbins,307735,1,HSR,--,['Desserts'],30000,32,32,32,HSR LAYOUT- NEW SECTOR 1- BANGALORE,,,,2500,
MDP Coffee House,242443,1,HSR,4.5,"['South Indian', 'Beverages', 'Fast Food']",15000,37,37,37,HSR,,,,2500,
MDP Coffee House,242443,1,HSR,4.5,"['South Indian', 'Beverages', 'Fast Food']",15000,37,37,37,HSR,,,,2500,
Sri Guru dev Darshini,282684,1,HSR,--,"['South Indian', 'North Indian']",15000,31,31,31,HSR,,,,2500,
The Lakefront Kitchen,132550,1,Kudlu Gate,3.7,"['Indian', 'Chinese', 'Tandoor', 'Grill']",22000,46,46,46,Central Jail Road,,,,2500,
The Juice Company,167155,1,HSR,--,"['Juices', 'Beverages']",20000,33,33,33,HSR LAYOUT,,,,2500,
Pappu Chaiwalla,31685,1,HSR,3.8,"['Continental', 'Fast Food', 'North Indian', 'Street Food']",30000,36,36,36,19th main 4th sector Hsr layout,,,,2500,
Purnabramha,3038,1,HSR,4.2,['Maharashtrian'],85000,41,41,41,Sector 4,,,,2500,
THE PIZZA SHOP,262066,1,HSR,--,['Pizzas'],35000,37,37,37,HSR,,,,2500,
Amata,332391,1,HSR,--,"['Continental', 'Cafe']",40000,33,33,33,HSR,,,,2500,
The House of Paratha,50729,1,HSR,--,['North Indian'],20000,37,37,37,"4th Sector, HSR Layout
",,,,2500,
Sangam Sweets,70003,1,HSR,4.4,"['North Indian', 'Desserts', 'Fast Food']",10000,33,33,33,HSR,,,,2500,
Cakewala,154991,1,HSR,4.3,['Desserts'],45000,36,36,36,HSR,,,,2500,
Thattukada,221992,1,HSR,4,"['Kerala', 'South Indian']",20000,38,38,38,Popular Colony,,,,2500,
MTR,229421,1,HSR,4.4,['South Indian'],30000,41,41,41,HSR,,,,5500,
Cakewala,154991,1,HSR,4.3,['Desserts'],45000,36,36,36,HSR,,,,2500,
Thattukada,221992,1,HSR,4,"['Kerala', 'South Indian']",20000,38,38,38,Popular Colony,,,,2500,
MTR,229421,1,HSR,4.4,['South Indian'],30000,40,40,40,HSR,,,,5500,
Anand Sweets and Savouries,25435,1,Bellandur Sarjapur,4.5,"['Sweets', 'Snacks', 'Desserts']",20000,37,37,37,Ambalipura,,,,2500,
Tree of life chocolates,36005,1,Bellandur Sarjapur,--,['Desserts'],30000,41,41,41,Bellandur,,,,2500,
Juice Junction,16040,1,HSR,4.3,"['Juices', 'Fast Food']",20000,38,38,38,Sector 6,,,,2500,
Sector 7 Cafe,14415,1,HSR,4.4,['Continental'],60000,45,45,45,HSR Layout Sector 7,,,,2500,
Southinn,43423,1,Bellandur Sarjapur,4.1,['South Indian'],20000,36,36,36,Bellandur/Sarjapur,,,,3700,
Maggi House,215600,1,Bellandur Sarjapur,--,['Beverages'],20000,41,41,41,Bellandur Sarjapur,,,,3700,
Sri Bhagya Sagar.,191867,1,Arekere,3.8,"['South Indian', 'North Indian', 'Chinese', 'Desserts', 'Jain', 'Ice Cream', 'Fast Food', 'Beverages']",20000,45,45,45,Opposite subregister office begur main road,,,,3700,
Frozen Juices N Cafe House,125972,1,Bellandur Sarjapur,--,"['Beverages', 'Chinese', 'South Indian', 'North Indian']",15000,35,35,35,Kaikondrahalli,,,,3700,
Sandwich Zone,223921,1,Bellandur Sarjapur,--,['Beverages'],30000,37,37,37,Bellandur Sarjapur,,,,3700,
Egg World,174899,1,Bellandur Sarjapur,--,['Fast Food'],15000,39,39,39,Kaikondrahalli,,,,3700,
Rolls and Rolls,215606,1,Bellandur Sarjapur,--,['Fast Food'],20000,40,40,40,Bellandur Sarjapur,,,,3700,
The Modak,82447,1,Bellandur Sarjapur,4.3,"['North Indian', 'Thalis', 'Chinese', 'Continental', 'Sweets']",25000,43,43,43,"Bellandur , Karnataka",,,,3700,
RRoyal Rajasthan,498,1,Bellandur Sarjapur,4.1,"['North Indian', 'Rajasthani']",50000,36,36,36,Kaikondrahalli,,,,3700,
cafe kanthari,262408,1,Arekere,4.2,"['Kerala', 'South Indian']",25000,40,40,40,begur road,,,,3700,
RRoyal Rajasthan,498,1,Bellandur Sarjapur,4.1,"['North Indian', 'Rajasthani']",50000,37,37,37,Kaikondrahalli,,,,3700,
cafe kanthari,262408,1,Arekere,4.2,"['Kerala', 'South Indian']",25000,40,40,40,begur road,,,,3700,
Estaa Sweets,224424,1,Bellandur Sarjapur,4.3,"['Sweets', 'Desserts']",25000,37,37,37,"Doddakannalli, Sarjapur road",,,,3700,
Food Corner,236414,1,Electronic City,3.7,"['Chinese', 'Continental', 'Indian']",30000,55,55,55,Electronic City,,,,3700,
Kerala Mess Upahar,41491,1,Bellandur Sarjapur,4.1,"['Chettinad', 'South Indian', 'Kerala']",30000,46,46,46,Outer ring road,,,,4700,
Thalassery Cafe,178448,1,Electronic City,4,"['Kerala', 'Snacks', 'Street Food', 'Beverages']",10000,43,43,43,Electronic City,,,,3700,
Tuckshop Cafe,238448,1,Arekere,4.4,"['Indian', 'Biryani', 'Continental']",15000,51,51,51,Arekere,,,,4700,
Shakes Planet,151150,1,Electronic City,--,['Beverages'],25000,47,47,47,"abbaiah reddy street , electronic city phase I",,,,3700,
Laddoos,3223,1,Bellandur Sarjapur,4,"['North Indian', 'Chaat', 'Snacks', 'Sweets', 'Desserts']",20000,42,42,42,Adjacent To Ganesh Temple,,,,4700,
Polar Bear,31693,1,Bellandur Sarjapur,4.4,['Desserts'],28000,42,42,42,Green Glen Layout,,,,4700,
Sweet Chariot,58572,1,Electronic City,4.1,['Desserts'],5000,52,52,52,Electronic City,,,,4700,
MAD Belgian waffles,99780,1,Electronic City,3.1,['Desserts'],25000,50,50,50,Electronic City,,,,4700,
Sri Bhagya Grand,22246,1,Arekere,4.1,"['South Indian', 'North Indian', 'Chinese', 'Desserts', 'Jain', 'Ice Cream', 'Fast Food', 'Beverages']",15000,50,50,50,Vijayabank layout,,,,5700,
Foody Station,134492,1,Bellandur Sarjapur,--,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",20000,45,45,45,"Doddakanneli, Sarjapur Road",,,,5700,
Muthashy's,92389,1,BTM,4.2,"['Chinese', 'South Indian', 'North Indian', 'Kerala', 'Seafood']",30000,48,48,48,Maruthi Nagar Main Road,,,,5700,
Achayans pride,131806,1,Electronic City,3.8,"['South Indian', 'Kerala']",20000,57,57,57,BETTADASANAPURA,,,,5700,
Just Bake - Cakes & confectioners,35891,1,BTM,4.3,"['Desserts', 'Bakery']",30000,48,48,48,BTM 2nd stage,,,,5700,
Achayans pride,131806,1,Electronic City,3.8,"['South Indian', 'Kerala']",20000,57,57,57,BETTADASANAPURA,,,,5700,
Just Bake - Cakes & confectioners,35891,1,BTM,4.3,"['Desserts', 'Bakery']",30000,48,48,48,BTM 2nd stage,,,,5700,
Thottathil Restaurant,40098,1,BTM,4.2,['South Indian'],20000,53,53,53,Maruthi Nagar,,,,5700,
Parampara-The Veg Kitchen,22555,1,Electronic City,4.1,['North Indian'],35000,52,52,52,Wipro Technologies,,,,5700,
Vyanjan,253612,1,BTM,4.4,['North Indian'],22000,49,49,49,BTM,,,,5700,
Only Maggi,192188,1,Electronic City,3.5,"['Fast Food', 'North Indian']",20000,55,55,55,Electronic City,,,,5700,
Only Punjabi,220235,1,Electronic City,3.9,"['North Indian', 'Punjabi']",20000,57,57,57,Electronic City,,,,5700,
Oottupura,115918,1,BTM,4.1,"['Kerala', 'South Indian']",26800,52,52,52,BTM,,,,5700,
Taste of malabar,133174,1,BTM,4.1,['Kerala'],23000,56,56,56,BTM Layout,,,,5700,
Delhi Wala Paratha,230443,1,BTM,--,['North Indian'],20000,56,56,56,9th D Main Cross,,,,5700,
Taste of malabar,133174,1,BTM,4.1,['Kerala'],23000,56,56,56,BTM Layout,,,,5700,
Delhi Wala Paratha,230443,1,BTM,--,['North Indian'],20000,56,56,56,9th D Main Cross,,,,5700,
Udta Punjab Kitchen,224634,1,BTM,3.2,"['North Indian', 'Chinese']",15000,56,56,56,9th D Main Cross,,,,5700,
