name,rest_id,city,area,rating,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link,slug
World on a Swirl,59898,1,Arekere,4.4,"['Ice Cream', 'Bakery', 'Desserts', 'Fast Food', 'Beverages']",18000,47,47,47,arekere,20% off on orders above ₹149,Percentage,RESTAURANT,4000,,world-on-a-swirl-bannerghatta-road-test-prod-area
Brothers Burger,248710,1,BTM,4.1,"['American', 'Fast Food', 'Snacks']",20000,55,55,55,BTM layout 1st stage,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,brothers-burger-btm-btm
Biryani Empire,256248,1,Arekere,--,['Indian'],25000,48,48,48,Arekere,,,,4000,,biryani-empire-arekere-arekere
Hungeroo,177502,1,Electronic City,3.8,"['Pizzas', 'Italian', 'Desserts', 'Fast Food']",50000,55,55,55,electronic city phase 2,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,,hungeroo-test-prod-area-2
MAD Belgian waffles,99780,1,Electronic City,3.2,['Desserts'],25000,59,59,59,Electronic City,,,,4000,,mad-belgian-waffles-electronic-city
Hipo Burger,242211,1,Electronic City,4.2,['Indian'],50000,54,54,54,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,,hipo-burger-electronic-city-electronic-city
NEW Mahesh friends food center,71042,1,BTM,3.5,"['Chinese', 'North Indian']",20000,54,54,54,"16th main,7th Cross",40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,mahesh-friends-food-center-13th-a-main-ns-palya-btm-layout-2nd-stage-btm
Achayans pride,131806,1,Electronic City,3.9,"['South Indian', 'Kerala']",20000,56,56,56,BETTADASANAPURA,,,,4000,,achayans-pride-bettadasanapura-electronic-city
Chai Days,208896,1,BTM,4.2,['Snacks'],25000,45,45,45,BTM,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,chai-days-btm-btm
Only Maggi,192188,1,Electronic City,3.6,"['Fast Food', 'North Indian']",20000,55,55,55,Electronic City,,,,4000,,only-maggi-electronic-city-electronic-city
Punjabi Swag,37744,1,BTM,4.0,"['Punjabi', 'North Indian', 'Chinese', 'Fast Food', 'Mughlai', 'Desserts']",40000,54,54,54,16th Main Road,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,punjabi-swag-btm-btm
Only Punjabi,220235,1,Electronic City,3.9,"['North Indian', 'Punjabi']",20000,55,55,55,Electronic City,,,,4000,,only-punjabi-electronic-city-electronic-city
Easy Bites,246591,1,Electronic City,4.0,"['American', 'Continental', 'Combo', 'Snacks', 'Seafood']",20000,58,58,58,Electronic City,,,,4000,,easy-bites-electronic-city-electronic-city
Abiruchi Restaurant,325734,1,Electronic City,3.7,"['Andhra', 'North Indian', 'Chinese', 'South Indian']",25000,58,58,58,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,,abiruchi-restaurant-electronic-city-electronic-city
 Sri Lakshmi Dhaba,124023,1,BTM,3.5,['North Indian'],20000,56,56,56,"100 Feet Ring Road, B T M Mico Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,sri-lakshmi-dhaba-btm
Voosh Thalis & Bowls,331431,1,Electronic City,4.1,"['North Indian', 'Home Food']",19900,57,57,57,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,,voosh-electronic-city-electronic-city
Juice Shop,246129,1,Electronic City,4.2,"['Fast Food', 'Juices']",15000,56,56,56,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,juice-shop-electronic-city-electronic-city
Yum In My Tum,107301,1,BTM,3.7,"['Chinese', 'Continental', 'Beverages', 'Pizzas', 'Italian', 'Healthy Food', 'North Indian', 'Fast Food', 'Pastas', 'Desserts', 'Tibetan']",20000,56,56,56,2nd Stage,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,yum-in-my-tum-bengaluru-karnataka-btm
Polar Bear,239395,1,BTM,4.1,"['Desserts', 'Ice Cream']",30000,48,48,48,BTM,,,,4000,,polar-bear-btm-btm
Delhi Wala Paratha,230443,1,BTM,--,['North Indian'],20000,63,63,63,9th D Main Cross,,,,4000,,delhi-wala-paratha-btm-btm
Udta Punjab Kitchen,224634,1,BTM,3.1,"['North Indian', 'Chinese']",15000,56,56,56,9th D Main Cross,,,,4000,,udta-punjab-kitchen-btm-btm
