name,rest_id,city,area,rating,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link,slug
The Biryani Experiment,219721,1,HSR,4,"['Mughlai', 'Biryani']",50000,43,43,43,"Link Rd, BDA Layout",60% off | Use DEAL60,Percentage,RESTAURANT,2300,,isfahani-biryani-link-rd-bda-layout-hsr
Burger King,57283,1,HSR,4.2,"['American', 'Fast Food']",35000,43,43,43,"Ground floor , HSR layout Sectror  3",60% off | Use DEAL60,Percentage,RESTAURANT,2600,,burger-king-ground-floor-hsr-layout-sectror-3-hsr
Little Italy,16036,1,Bellandur Sarjapur,4,"['Pizzas', 'Salads', 'Combo', 'Italian', 'Mexican', 'Desserts', 'Beverages']",85000,43,43,43,Sarjapur Road,60% off | Use DEAL60,Percentage,RESTAURANT,3800,,little-italy-sarjapur-road-bellandursarjapur
Omleterian,255163,1,Kudlu Gate,--,"['American', 'British', 'Continental']",35000,44,44,44,Kudlu Gate,60% off | Use DEAL60,Percentage,RESTAURANT,2600,,omleterian-kudlu-gate-kudlu-gate
Punjabi Meal Express,340892,1,HSR,4.1,['North Indian'],25000,44,44,44,HSR,60% off | Use DEAL60,Percentage,RESTAURANT,2600,,meals-express-hsr-hsr
High Street,332526,1,Kudlu Gate,--,"['Biryani', 'North Indian']",35000,46,46,46,Kudlu Gate,60% off | Use DEAL60,Percentage,RESTAURANT,2600,,high-street-kudlu-gate-kudlu-gate
Dande's Hyderabad Biryani,59676,1,Arekere,3.8,"['Biryani', 'Chinese', 'North Indian', 'Desserts', 'Andhra', 'Beverages', 'Seafood', 'Hyderabadi']",60000,49,49,49,Vijaya Bank Layout,60% off | Use DEAL60,Percentage,RESTAURANT,0,,dandes-hyderabad-biryani-bannerghatta-road-btm
Jacky Ching,244730,1,HSR,3.9,['Chinese'],20000,41,41,41,Sector 1,50% off on orders above ₹99,Percentage,RESTAURANT,2600,,jacky-ching-hsr-hsr
GHAR WALA KHANA,302418,1,Kudlu Gate,--,['Indian'],14900,29,29,29,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,ghar-wala-khana-kudlu-gate-kudlu-gate
PUNJAB TIME,302416,1,Kudlu Gate,--,"['Punjabi', 'North Indian']",9900,43,43,43,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,punjab-time-kudlu-gate-kudlu-gate
CHOLE BHATURA AND PARATHAS,302429,1,Kudlu Gate,--,"['Indian', 'Chinese']",15000,37,37,37,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,chole-bhatura-and-parathas-kudlu-gate-kudlu-gate
Sabzi Aur Roti,302428,1,Kudlu Gate,--,['Indian'],15000,33,33,33,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,sabzi-aur-roti-kudlu-gate-kudlu-gate
RJ 14 KITCHEN,302431,1,Kudlu Gate,--,['Indian'],15000,24,24,24,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,rj-14-kitchen-kudlu-gate-kudlu-gate
GULSHAN KA DHABA,302672,1,Kudlu Gate,--,['Indian'],14900,29,29,29,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,gulshan-ka-dhaba-kudlu-gate-kudlu-gate
89 EXPRESS DHABA,300446,1,Kudlu Gate,--,['Continental'],15000,45,45,45,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,89-express-dhaba-kudlu-gate-kudlu-gate
Marwadi Chaat  Tiffin Services,300968,1,Kudlu Gate,--,"['Indian', 'North Indian']",15000,30,30,30,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,marwadi-chaat-tiffin-services-kudlu-gate-kudlu-gate
Biryani Khazana,203786,1,HSR,4.3,['Biryani'],40000,32,32,32,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,biryani-khazana-hsr-hsr
Sandwich Point,262749,1,HSR,4.3,['Indian'],9900,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,sandwich-point-hsr-hsr
Khichdi Kahani,276659,1,HSR,3.9,"['Healthy Food', 'North Indian']",20000,33,33,33,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,khichdi-kahani-hsr-hsr
The Golden Thali,213932,1,HSR,4.3,"['Indian', 'North Indian']",20000,37,37,37,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-golden-thali-hsr-hsr
The Golden Bowl,213933,1,HSR,4.3,"['Indian', 'North Indian']",20000,33,33,33,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-golden-bowl-hsr-hsr
Royale Rolls,280767,1,Koramangala,4.1,['Continental'],20000,39,39,39,Koramangala,50% off on all orders,Percentage,RESTAURANT,2600,,royale-rolls-koramangala-koramangala-2
Pop Pulao,281460,1,HSR,3.8,['Indian'],20000,37,37,37,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,pop-pulao-hsr-hsr
Roti Curry and Co,277180,1,HSR,4.3,['Indian'],20000,37,37,37,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,roti-curry-and-co-hsr-hsr
Pohaful,278035,1,HSR,4.6,['Snacks'],20000,39,39,39,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,pohaful-hsr-hsr
The Veggie Thali,277179,1,HSR,3.8,['Indian'],20000,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-veggie-thali-hsr-hsr
Veg Luv Bowl,277178,1,Koramangala,4,"['Indian', 'Desserts']",20000,32,32,32,Koramangala,50% off on all orders,Percentage,RESTAURANT,2600,,veg-luv-bowl-koramangala-koramangala-2
Paratha Maharaj,203785,1,Kudlu Gate,4.5,"['North Indian', 'Punjabi']",20000,43,43,43,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2600,,paratha-maharaj-kudlu-gate-kudlu-gate
Shahenshah Biryani,259375,1,HSR,4.3,['Biryani'],40000,37,37,37,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,shahenshah-biryani-hsr-hsr
The Daily Bowl,256718,1,HSR,4.2,"['North Indian', 'Indian']",25000,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-daily-bowl-hsr-hsr
Maggie's Kitchen,277433,1,HSR,4.4,['North Indian'],20000,40,40,40,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,maggie's-kitchen-hsr-hsr
Pastawallah,277432,1,HSR,4.1,['Italian'],20000,39,39,39,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,pastawallah-hsr-hsr
The Daily Meal,256754,1,HSR,3.9,['Indian'],25000,37,37,37,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-daily-meal-hsr-hsr
Chai Kahani,276666,1,HSR,4.3,['Beverages'],10000,40,40,40,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,chai-kahani-hsr-hsr
Namaste,241027,1,HSR,4.1,"['South Indian', 'Healthy Food', 'Thalis', 'Biryani', 'Fast Food', 'Desserts', 'Beverages', 'Indian']",10000,42,42,42,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,namaste-hsr-hsr
Vegan Heat,46646,1,HSR,4,"['Healthy Food', 'Italian', 'South Indian', 'Desserts', 'Continental', 'Jain', 'American', 'Salads', 'Thai']",25500,53,53,53,Koramangala,50% off on all orders,Percentage,RESTAURANT,3800,,vegan-heat-koramangala-koramangala
Great Indian Khichdi,246632,1,HSR,4.3,"['Indian', 'Home Food', 'Healthy Food']",20000,26,26,26,"24th Cross Road,Sector 2",50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,great-indian-khichdi-hsr-hsr
Bengali Aahar,285007,1,Kudlu Gate,4.2,"['Bengali', 'Snacks', 'Fast Food', 'Home Food', 'Biryani']",25000,29,29,29,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,petoo---bengali-kudlu-gate-kudlu-gate
MEALFUL WRAPS,274772,1,HSR,--,"['Fast Food', 'North Indian', 'Desserts', 'Snacks', 'Indian']",25000,21,21,21,Harlur Road,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,mealful-wraps-meals-in-a-wrap-harlur-road-hsr
Yumlane Pizza,239375,1,Electronic City,3.5,"['Pizzas', 'Desserts', 'Ice Cream', 'Beverages', 'Italian']",30000,33,33,33,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,yumlane-pizza-electronic-city-electronic-city
Gourmet Pizzas By Yumlane,251838,1,Kudlu Gate,4.2,"['Pizzas', 'Desserts', 'Ice Cream', 'Beverages', 'Italian']",35000,37,37,37,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,gourmet-pizzas-by-yumlane-kudlu-gate-kudlu-gate
"THE KOLKATTA	CUISINE",301675,1,Kudlu Gate,4.2,"['Bengali', 'Chaat', 'Snacks']",20000,35,35,35,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,"the-kolkatta	cuisine-kudlu-gate-kudlu-gate"
PATUK BANGALI,337086,1,Kudlu Gate,4.1,"['Bengali', 'Snacks', 'Chaat']",25000,35,35,35,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,patuk-bangali-kudlu-gate-kudlu-gate
Yumlane Ice Creams & Desserts,266486,1,Kudlu Gate,4,"['Ice Cream', 'Desserts', 'Beverages']",20000,26,26,26,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,yumlane-ice-creams-&-desserts-kudlu-gate-kudlu-gate
Cake Factory,320296,1,HSR,--,"['Bakery', 'Desserts']",35000,35,35,35,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,cake-factory-hsr-hsr
The Good Bowl,210198,1,Kudlu Gate,--,"['Fast Food', 'North Indian']",40000,33,33,33,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,the-good-bowl-aecs-layout-kudlu-gate
Bowlsome,219699,1,HSR,4.4,"['Indian', 'North Indian', 'Desserts']",25000,29,29,29,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,bowlsome-link-rd-bda-layout-hsr
LunchBox,210200,1,Kudlu Gate,3.6,['North Indian'],30000,32,32,32,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,lunchbox-aecs-layout-kudlu-gate
The Biryani Life,210199,1,Kudlu Gate,3.3,"['Biryani', 'Mughlai', 'Indian']",25000,35,35,35,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,the-biryani-life-aecs-layout-kudlu-gate
The Daily Diner,305833,1,HSR,3.9,"['North Indian', 'Indian', 'Beverages', 'Home Food', 'Combo', 'Healthy Food', 'South Indian']",25000,35,35,35,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,paratha-combo-link-rd-bda-layout-hsr
FreshMenu,6907,1,HSR,4,"['Chinese', 'Continental', 'Italian', 'Mediterranean', 'Thai', 'Lebanese', 'American', 'Asian', 'Beverages', 'Bakery', 'Biryani', 'Cafe', 'Desserts', 'Mexican', 'North Indian', 'Salads', 'Pizzas']",25000,38,38,38,HSR 3rd Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,freshmenu-hsr-3rd-sector-hsr
"FROST	&	FEATHER",280283,1,HSR,4,"['Pizzas', 'Beverages', 'Ice Cream', 'American', 'Continental', 'Desserts']",30000,35,35,35,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,"frost	&	feather-hsr-hsr"
Siro's Grillhouse,333442,1,HSR,--,"['Arabian', 'Turkish', 'Biryani', 'Juices']",25000,27,27,27,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,siro's-grillhouse-hsr-hsr
Rolls On Wheels,1308,1,HSR,3.9,['Fast Food'],30000,37,37,37,Opposite NIFT College,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,rolls-on-wheels-opposite-nift-college-hsr
Meal Studio,231932,1,HSR,4.2,"['North Indian', 'Indian', 'Combo', 'Desserts', 'Beverages', 'Home Food', 'Healthy Food', 'Thalis', 'South Indian']",30000,29,29,29,24th main Parangipalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,meals-studio-hsr-hsr
Canteen Central,124852,1,HSR,4.2,"['Snacks', 'Fast Food', 'North Indian', 'South Indian']",20000,28,28,28,24th main Parangipalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,zippy-hsr
Sandwich Eats,230259,1,HSR,4.2,"['Fast Food', 'Indian', 'Snacks', 'Beverages', 'Bakery', 'Desserts']",9900,31,31,31,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,sandwich-eats-hsr-hsr
AUNTIE FUNG'S,308588,1,Bellandur Sarjapur,3.9,"['Asian', 'Chinese', 'Thai']",50000,36,36,36,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,auntie-fung's-bellandur-sarjapur-bellandur-sarjapur
Mera Wala Paratha,243963,1,Bellandur Sarjapur,--,['North Indian'],40000,38,38,38,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,mera-wala-paratha-bellandur-sarjapur-bellandur-sarjapur
Tata Cha,320944,1,HSR,4.2,"['Cafe', 'Beverages', 'Bakery', 'Chaat', 'Desserts', 'Fast Food', 'Healthy Food', 'Home Food', 'Maharashtrian', 'Snacks', 'Street Food', 'Sweets', 'Indian', 'Combo', 'Parsi']",10000,29,29,29,Sector 2,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,tata-cha-hsr-hsr
Roll Rutba,313824,1,HSR,4.2,"['Fast Food', 'Beverages']",20000,47,47,47,Mangammanapalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,roll-rutba-hsr-hsr
Chai Point,10306,1,HSR,4.3,"['Bakery', 'Cafe', 'Combo', 'Beverages', 'Maharashtrian', 'Snacks', 'Street Food', 'South Indian', 'Punjabi', 'Fast Food']",15000,31,31,31,5th Main,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,chai-point-5th-main-hsr
Meal Studio,231606,1,Bellandur Sarjapur,3.9,"['North Indian', 'Indian', 'Combo', 'Desserts', 'Beverages', 'Home Food', 'Healthy Food', 'Thalis', 'South Indian']",30000,40,40,40,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,meals-studio-bellandur-sarjapur-bellandur-sarjapur
Big Biriyani Company,237522,1,HSR,--,"['Biryani', 'Mughlai']",35000,43,43,43,HSR 3rd Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,big-biryani-company-hsr-3rd-sector-hsr
Adiga's,381,1,HSR,4.2,"['South Indian', 'North Indian', 'Chinese', 'Thalis', 'Fast Food', 'Juices', 'Desserts']",20000,40,40,40,7th Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,vasudev-adigas-7th-sector-hsr
BaHa Smoothie,333293,1,HSR,--,"['Healthy Food', 'Juices', 'Beverages', 'Snacks', 'Desserts']",40000,39,39,39,SECTOR 3,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,baha-smoothies-sector-3-hsr
Anjappar,436,1,HSR,3.7,"['Chettinad', 'Thalis', 'Biryani', 'Chinese', 'Tandoor']",60000,42,42,42,Sector 6,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,anjappar-sector-6-hsr
A2B Veg,304,1,HSR,4.2,"['South Indian', 'North Indian', 'Sweets', 'Chinese']",45000,39,39,39,BDA Complex,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,a2b-veg-sector-6-hsr
Punjabi Dhaba,46489,1,HSR,4.1,"['North Indian', 'Chinese']",35000,42,42,42,Vivek Nagar,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,punjabi-dhaba-ejipura-koramangala
Natural Ice Creams Mow,337562,1,HSR,--,"['Desserts', 'Ice Cream']",12000,37,37,37,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,natural-ice-creams-mow-hsr-hsr-2
Galito's,334102,1,Bellandur Sarjapur,4.2,"['African', 'Fast Food']",40000,41,41,41,Varthur Hobli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,galitos-varthur-hobli-bellandur-sarjapur
EatFit,272232,1,Bellandur Sarjapur,4.5,"['Biryani', 'North Indian']",27000,34,34,34,"5th Main, Iblur Village",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,eat-fit-5th-main-iblur-village-bellandur-sarjapur
Punjab Curry House,339702,1,Bellandur Sarjapur,--,"['North Indian', 'Biryani']",30000,49,49,49,"5th Main, Iblur Village",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,punjab-curry-house-5th-main-iblur-village-bellandur-sarjapur
Chandni Chowk 2 Bangalore,317494,1,Arekere,3.9,"['Chinese', 'Indian']",30000,46,46,46,Arekere,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,chandni-chowk-2-bangalore-arekere-arekere
Canteen Central,124940,1,Bellandur Sarjapur,4.1,"['Snacks', 'Fast Food', 'North Indian', 'South Indian']",20000,42,42,42,Bellandur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,zippy-bellandur-sarjapur
Natural Ice Creams Mow,337531,1,Bellandur Sarjapur,--,"['Ice Cream', 'Desserts']",12000,36,36,36,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,natural-ice-creams-mow-bellandur-sarjapur-bellandur-sarjapur
Smoke House Deli,153056,1,Bellandur Sarjapur,4.2,"['European', 'Italian', 'American', 'Pastas', 'Salads', 'Juices', 'Desserts', 'Combo']",80000,55,55,55,Doddakannelli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,smoke-house-deli-forum-shantiniketan-mall-whitefield
Sarjapur Social,80864,1,Bellandur Sarjapur,4.1,"['Indian', 'Chinese', 'South Indian', 'American', 'Fast Food', 'Kebabs', 'Mughlai', 'Biryani', 'Combo']",60000,50,50,50,Doddakannelli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,sarjapur-social-sarjapur-road-bellandursarjapur
