name,rest_id,city,area,rating,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link,slug
RJ 14 KITCHEN,302431,1,Kudlu Gate,--,['Indian'],15000,24,24,24,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2200,,rj-14-kitchen-kudlu-gate-kudlu-gate
Namaste,241027,1,HSR,4.1,"['South Indian', 'Healthy Food', 'Thalis', 'Biryani', 'Fast Food', 'Desserts', 'Beverages', 'Indian']",10000,44,44,44,HSR,50% off on all orders,Percentage,RESTAURANT,2500,,namaste-hsr-hsr
GULSHAN KA DHABA,302672,1,Kudlu Gate,--,['Indian'],14900,29,29,29,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2200,,gulshan-ka-dhaba-kudlu-gate-kudlu-gate
89 EXPRESS DHABA,300446,1,Kudlu Gate,--,['Continental'],15000,44,44,44,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2200,,89-express-dhaba-kudlu-gate-kudlu-gate
Marwadi Chaat  Tiffin Services,300968,1,Kudlu Gate,--,"['Indian', 'North Indian']",15000,29,29,29,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2200,,marwadi-chaat-tiffin-services-kudlu-gate-kudlu-gate
Sandwich Point,262749,1,HSR,4.3,['Indian'],9900,43,43,43,HSR,50% off on all orders,Percentage,RESTAURANT,2500,,sandwich-point-hsr-hsr
LunchBox,210200,1,Kudlu Gate,3.6,['North Indian'],30000,32,32,32,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,lunchbox-aecs-layout-kudlu-gate
Tata Cha,320944,1,HSR,4.2,"['Cafe', 'Beverages', 'Bakery', 'Chaat', 'Desserts', 'Fast Food', 'Healthy Food', 'Home Food', 'Maharashtrian', 'Snacks', 'Street Food', 'Sweets', 'Indian', 'Combo', 'Parsi']",10000,29,29,29,Sector 2,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,tata-cha-hsr-hsr
Meal Studio,231932,1,HSR,4.2,"['North Indian', 'Indian', 'Combo', 'Desserts', 'Beverages', 'Home Food', 'Healthy Food', 'Thalis', 'South Indian']",30000,27,27,27,24th main Parangipalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,meals-studio-hsr-hsr
Canteen Central,124852,1,HSR,4.2,"['Snacks', 'Fast Food', 'North Indian', 'South Indian']",20000,28,28,28,24th main Parangipalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,zippy-hsr
Sandwich Eats,230259,1,HSR,4.2,"['Fast Food', 'Indian', 'Snacks', 'Beverages', 'Bakery', 'Desserts']",9900,36,36,36,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,sandwich-eats-hsr-hsr
Chai Point,10306,1,HSR,4.3,"['Bakery', 'Cafe', 'Combo', 'Beverages', 'Maharashtrian', 'Snacks', 'Street Food', 'South Indian', 'Punjabi', 'Fast Food']",15000,29,29,29,5th Main,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,chai-point-5th-main-hsr
FreshMenu,6907,1,HSR,4,"['Chinese', 'Continental', 'Italian', 'Mediterranean', 'Thai', 'Lebanese', 'American', 'Asian', 'Beverages', 'Bakery', 'Biryani', 'Cafe', 'Desserts', 'Mexican', 'North Indian', 'Salads', 'Pizzas']",25000,39,39,39,HSR 3rd Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,freshmenu-hsr-3rd-sector-hsr
Adiga's,381,1,HSR,4.2,"['South Indian', 'North Indian', 'Chinese', 'Thalis', 'Fast Food', 'Juices', 'Desserts']",20000,34,34,34,7th Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,vasudev-adigas-7th-sector-hsr
A2B Veg,304,1,HSR,4.2,"['South Indian', 'North Indian', 'Sweets', 'Chinese']",45000,36,36,36,BDA Complex,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,a2b-veg-sector-6-hsr
BaHa Smoothie,333293,1,HSR,--,"['Healthy Food', 'Juices', 'Beverages', 'Snacks', 'Desserts']",40000,37,37,37,SECTOR 3,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,baha-smoothies-sector-3-hsr
EatFit,272232,1,Bellandur Sarjapur,4.5,"['Biryani', 'North Indian']",27000,34,34,34,"5th Main, Iblur Village",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,eat-fit-5th-main-iblur-village-bellandur-sarjapur
Chandni Chowk 2 Bangalore,317494,1,Arekere,3.9,"['Chinese', 'Indian']",30000,47,47,47,Arekere,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,chandni-chowk-2-bangalore-arekere-arekere
Meal Studio,231606,1,Bellandur Sarjapur,3.9,"['North Indian', 'Indian', 'Combo', 'Desserts', 'Beverages', 'Home Food', 'Healthy Food', 'Thalis', 'South Indian']",30000,40,40,40,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,meals-studio-bellandur-sarjapur-bellandur-sarjapur
Canteen Central,124940,1,Bellandur Sarjapur,4.1,"['Snacks', 'Fast Food', 'North Indian', 'South Indian']",20000,39,39,39,Bellandur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,zippy-bellandur-sarjapur
BUN MASKA CHAI,276736,1,Bellandur Sarjapur,3.4,"['Snacks', 'Beverages', 'Chinese', 'North Indian', 'Italian', 'Continental']",25000,38,38,38,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,bun-maska-chai-bellandur-sarjapur-bellandur-sarjapur
Call A Cake,45196,1,BTM,4.2,['Desserts'],30000,50,50,50,old Madiwala,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,call-a-cake-btm-btm
Meal Studio,231676,1,Electronic City,4.1,"['North Indian', 'Indian', 'Combo', 'Desserts', 'Beverages', 'Home Food', 'Healthy Food', 'South Indian', 'Thalis']",30000,46,46,46,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,meals-studio-electronic-city-electronic-city
Hungeroo,177502,1,Electronic City,--,"['Pizzas', 'Italian', 'Desserts', 'Fast Food']",50000,55,55,55,electronic city phase 2,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,,hungeroo-test-prod-area-2
Voosh Desi Parathas,327350,1,BTM,5,"['Beverages', 'Snacks', 'North Indian']",20000,55,55,55,BTM,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5700,,voosh-momos-btm-btm
Voosh Chai Samosa,327346,1,BTM,5,"['Beverages', 'Snacks', 'North Indian']",20000,58,58,58,BTM,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5700,,voosh-chai-samosa-btm-btm-2
Voosh Thalis & Bowls,326337,1,BTM,4.6,"['North Indian', 'Home Food']",19900,69,69,69,BTM,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5700,,voosh-btm-btm-2
Sandwich Guru,174784,1,HSR,4.4,"['Fast Food', 'Snacks', 'Beverages']",9900,31,31,31,HSR LAYOUT,45% off on all orders,Percentage,RESTAURANT,2500,,sandwich-guru-hsr
Carlos Cake Cafe,58184,1,Bellandur Sarjapur,4.2,"['Desserts', 'Bakery']",20000,36,36,36,Sarjapur Road,40% off above Rs 149,Percentage,RESTAURANT,2500,,carlos-cake-cafe-sarjapur-road-bellandursarjapur
homely,66864,1,Kudlu Gate,4,"['Home Food', 'North Indian', 'South Indian', 'Healthy Food', 'Beverages', 'Chettinad', 'Combo', 'Desserts', 'Hyderabadi', 'Indian', 'Lucknowi', 'Maharashtrian', 'Mangalorean', 'Punjabi', 'Rajasthani', 'Snacks', 'Sweets', 'Thalis']",20000,27,27,27,Haralakunte Village,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,homely-kudlu-gate-test-prod-area
Leon Grill,17036,1,HSR,4.5,"['Turkish', 'Portuguese', 'American']",30000,40,40,40,3Rd Sector,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,leon-grill-3rd-sector-hsr
Breakfast Express,220641,1,Kudlu Gate,4,"['Continental', 'North Indian', 'South Indian', 'Healthy Food', 'American', 'Beverages', 'British', 'Cafe', 'Combo', 'European', 'Desserts']",20000,30,30,30,Kudlu,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,breakfast-express-kudlu-kudlu-gate
The Bowl Company,146387,1,Kudlu Gate,4.1,"['Continental', 'North Indian', 'Pan-Asian', 'Desserts', 'American', 'Asian', 'Beverages', 'Biryani', 'Chinese', 'Combo', 'European', 'Fast Food', 'Grill', 'Hyderabadi', 'Indian', 'Italian', 'Kebabs', 'Lucknowi', 'Mediterranean', 'Mexican', 'Mughlai', 'Oriental', 'Pas']",30000,30,30,30,Kudlu,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2700,,the-bowl-company-kudlu-gate
Freshery,249310,1,Kudlu Gate,4.4,"['Healthy Food', 'Juices', 'Beverages', 'Combo', 'Salads', 'Snacks', 'Vegan']",20000,34,34,34,Haralakunte Village,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,freshery-haralakunte-village-kudlu-gate
Faasos,210185,1,Kudlu Gate,4.2,"['Fast Food', 'North Indian']",50000,32,32,32,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,faasos-aecs-layout-kudlu-gate
SLAY Coffee,219174,1,Kudlu Gate,4.5,"['Beverages', 'Cafe', 'Desserts']",20000,32,32,32,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,slay-coffee-aecs-layout-kudlu-gate
Khichdi Experiment,184156,1,HSR,4.4,"['Home Food', 'Healthy Food', 'Indian']",25000,30,30,30,"Link Rd, BDA Layout",40% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,khichidi-experiment-27th-main-hsr-layout-hsr
Burger It Up,238142,1,Bellandur Sarjapur,4,"['Continental', 'American', 'Desserts', 'Fast Food', 'Beverages', 'Snacks']",40000,34,34,34,Bellandur Sarjapur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,burger-it-up-bellandur-sarjapur-bellandur-sarjapur
Chaayos Meri Wali Chai,334867,1,HSR,4.4,"['Bakery', 'Beverages', 'Cafe', 'Chaat', 'Desserts', 'Fast Food', 'Healthy Food', 'Home Food', 'Italian', 'Maharashtrian', 'Snacks', 'Street Food', 'Sweets']",25000,34,34,34,Chaayos  HSR Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,chaayos-meri-wali-chai-chaayos-hsr-layout-hsr
Indian Paratha Factory,29200,1,HSR,3.5,"['North Indian', 'Beverages']",20000,44,44,44,19th Main,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,indian-paratha-factory-hsr-hsr
Green Cravings,197762,1,HSR,4.1,"['Healthy Food', 'Continental', 'Keto', 'Indian', 'Salads']",35000,40,40,40,HSR 3rd Sector,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,green-cravings-hsr-3rd-sector-hsr
Chandni Chowk,295763,1,HSR,3.9,"['Fast Food', 'Chaat', 'North Indian', 'Combo', 'Sweets', 'Snacks', 'Street Food']",15000,37,37,37,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,chandni-chowk-hsr-hsr
SLAY Coffee Bar,301584,1,HSR,4.6,"['Beverages', 'Cafe', 'Desserts']",20000,33,33,33,SECTOR 3,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,slay-coffee-bar-sector-3-hsr
Southly Healthy,295576,1,HSR,4.2,"['South Indian', 'Healthy Food']",20000,35,35,35,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,southly-healthy-hsr-hsr
Paaji Paratha! Breakfast Special,314867,1,Electronic City,3.7,"['Punjabi', 'North Indian', 'Fast Food', 'Snacks', 'Beverages']",35000,51,51,51,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,3700,,the-house-of-parathas-electronic-city-electronic-city
Desi Dhaba,178398,1,Electronic City,3.8,['North Indian'],35000,44,44,44,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,desi-dhaba-electronic-city-electronic-city
Chandni Chowk,303803,1,Electronic City,4.1,"['Fast Food', 'Indian', 'Snacks']",15000,47,47,47,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,3700,,chandni-chowk-electronic-city-electronic-city-2
Lassi Resto Cafe,47749,1,Electronic City,3.5,"['Desserts', 'Fast Food', 'Beverages']",10000,47,47,47,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,3700,,lassi-resto-cafe-electronic-city-electronic-city
Stonedzone,125208,1,Electronic City,4.1,['Desserts'],30000,46,46,46,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,3700,,stonedzone-electronic-city
Frozen Bottle,53996,1,Electronic City,4,"['Beverages', 'Ice Cream', 'Desserts']",25000,44,44,44,Phase 1,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,,frozen-bottle-electronic-city-electronic-city
The House of Rolls,292203,1,Bellandur Sarjapur,3.8,"['Fast Food', 'Snacks', 'Beverages']",30000,47,47,47,Bellandur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,,mr-sub-&-mrs-rolls-bellandur-sarjapur-bellandur-sarjapur
Green Gobbles,295054,1,Bellandur Sarjapur,4.2,"['Keto', 'Healthy Food', 'Oriental', 'North Indian', 'Home Food', 'Indian']",30000,46,46,46,Bellandur Sarjapur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,,nu.tree---healthy-brand-bellandur-sarjapur-bellandur-sarjapur
Ice Scoop,240468,1,Arekere,--,['Indian'],20000,47,47,47,"Temple Road, Behind Star Market",40% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,,ice-scoop-arekere-arekere
Hipo Burger,242211,1,Electronic City,4.1,['Indian'],50000,55,55,55,Electronic City,40% off | Use SWIGGYIT,Percentage,RESTAURANT,4700,,hipo-burger-electronic-city-electronic-city
Home Plate by Canteen Central,288681,1,HSR,4.4,"['Home Food', 'North Indian', 'Healthy Food', 'Beverages', 'Thalis', 'Indian', 'South Indian', 'Combo', 'Punjabi']",16000,28,28,28,HSR,40% off | Use SPECIALS,Percentage,RESTAURANT,0,,one-plate-by-canteen-central-hsr-hsr
The Nosh House,43850,1,Bellandur Sarjapur,4.6,"['American', 'Continental', 'Italian', 'Mediterranean', 'Bakery', 'Salads', 'Desserts', 'Beverages', 'Snacks', 'Asian']",80000,41,41,41,Sarjapur,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,the-nosh-house-sarjapur-bellandursarjapur
Gulpp,305857,1,HSR,--,"['Beverages', 'Desserts']",15000,24,24,24,"Link Rd, BDA Layout",40% off | Use HEALTHHUB,Percentage,RESTAURANT,2200,,beverages-shakes-link-rd-bda-layout-hsr
Go Native,121355,1,HSR,4.3,"['Healthy Food', 'Vegan', 'Jain', 'North Indian', 'South Indian']",60000,43,43,43,HSR,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,go-native-hsr
MOTTEBOSS,308788,1,HSR,4.2,['Indian'],30000,48,48,48,HSR,40% off | Use HEALTHHUB,Percentage,RESTAURANT,2500,,motteboss-hsr-hsr
GARDEN FRESH,303552,1,HSR,4.3,"['Beverages', 'Healthy Food', 'Juices', 'Salads']",20000,44,44,44,HSR,40% off | Use HEALTHHUB,Percentage,RESTAURANT,2500,,garden-fresh-hsr-hsr
Paratha Chai,173794,1,Bellandur Sarjapur,3.7,"['North Indian', 'Chinese']",20000,43,43,43,Sarjapur Main Road,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,paratha-chai-kasavanahalli-sarjapur-road-bellandur-sarjapur
Lo! - Low Carb and Keto Foods,107443,1,HSR,4.3,"['Healthy Food', 'Keto', 'South Indian', 'North Indian', 'Desserts', 'Fast Food', 'Continental']",15000,42,42,42,Jakkasandra,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,lo-foods-hsr
Soup Station,264707,1,Bellandur Sarjapur,4.1,"['Continental', 'Healthy Food']",30000,38,38,38,Bellandur Sarjapur,40% off | Use HEALTHHUB,Percentage,RESTAURANT,3700,,soup-station-bellandur-sarjapur-bellandur-sarjapur
"No Sugar Please, Sweets & Juices",256913,1,Bellandur Sarjapur,4.5,"['Beverages', 'Keto', 'Fast Food', 'Chaat', 'Desserts', 'Salads', 'Snacks', 'Street Food', 'Mediterranean', 'Thai', 'Cafe', 'Healthy Food', 'Juices', 'Indian', 'Ice Cream']",20000,52,52,52,Bellandur Sarjapur,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,"no-sugar-please,-sweets-&-juices-bellandur-sarjapur-bellandur-sarjapur"
nu.tree,39388,1,Bellandur Sarjapur,4,"['Chinese', 'Healthy Food', 'North Indian']",30000,53,53,53,Shri Balaji Layout,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,nutree-sarjapur-road-bellandursarjapur
The Salad Studio,59152,1,Bellandur Sarjapur,4.3,"['Healthy Food', 'Salads', 'Cafe', 'Fast Food', 'Beverages']",30000,49,49,49,Bellandur,40% off | Use HEALTHHUB,Percentage,RESTAURANT,4700,,the-salad-studio-bellandur-bellandursarjapur
Chai Days,208896,1,BTM,4.2,['Snacks'],25000,47,47,47,BTM,40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,chai-days-btm-btm
Garden Fresh,31007,1,BTM,4.4,"['Beverages', 'Juices', 'Salads']",12000,70,70,70,"M.C.H.S Colony, B.T.M STAGE 2",40% off | Use HEALTHHUB,Percentage,RESTAURANT,0,,garden-fresh-btm-btm
D.K.C. - Delicious Khichdi Company,258005,1,HSR,3.8,['Indian'],40000,37,37,37,HSR layout,30% off on orders above ₹150,Percentage,RESTAURANT,2500,,d.k.c.---delicious-khichdi-company-hsr-hsr
Lassi Paradise,128746,1,Electronic City,3.5,['Cafe'],15000,50,50,50,Dodda thogur,30% off on orders above ₹129,Percentage,RESTAURANT,3700,,lassi-paradise-electronic-city
Lassi Corner,46658,1,Electronic City,3.8,"['Beverages', 'Cafe', 'Desserts', 'Fast Food']",10000,50,50,50,Electronic City,30% off on orders above ₹129,Percentage,RESTAURANT,3700,,lassi-corner-electronic-city-electronic-city
Thammudu Paaji,171752,1,Kudlu Gate,4.1,"['North Indian', 'Chinese', 'South Indian']",25000,41,41,41,Harlur,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,thammudu-pajii-harlur-kudlu-gate
CakeZone,214485,1,Kudlu Gate,4.1,"['Desserts', 'Bakery', 'Ice Cream', 'Beverages']",20000,25,25,25,Kudlu Gate,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,cakezone-kudlu-gate-kudlu-gate
Venkataramana nellore mess,211287,1,HSR,4.1,"['South Indian', 'Chinese']",20000,27,27,27,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,venkataramana-nellore-mess-hsr-hsr
Nashta Express,280576,1,HSR,4.2,"['Home Food', 'Healthy Food', 'Indian']",20000,33,33,33,"Link Rd, BDA Layout",30% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,breakfast-experiment-by-ola-foods-link-rd-bda-layout-hsr
SO-BUR,334606,1,Kudlu Gate,4.4,"['American', 'Continental', 'Fast Food']",40000,34,34,34,Kudlu Gate,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,so-bur-kudlu-gate-kudlu-gate
Sweet Truth,210192,1,Kudlu Gate,--,['Desserts'],50000,28,28,28,AECS Layout,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,sweet-truth-aecs-layout-kudlu-gate
YELE OOTA,312427,1,HSR,3.8,"['Indian', 'Biryani', 'Healthy Food', 'Home Food', 'South Indian', 'Kebabs']",25000,32,32,32,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2200,,yele-oota-hsr-hsr
The Dessert Zone,277945,1,Bellandur Sarjapur,4.1,"['Desserts', 'Bakery', 'Ice Cream', 'American', 'British', 'Combo', 'Snacks', 'Beverages']",30000,30,30,30,Bellandur Sarjapur,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,the-jar-factory-bellandur-sarjapur-bellandur-sarjapur
99 Variety Dosa and Pav Bhaji,183763,1,HSR,4.1,"['South Indian', 'Snacks', 'Fast Food']",20000,33,33,33,"HSR,18TH CROSS HSR LAYOUT 3RD SECTOR",30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,99-varieties-dosa-pav-bhaji-hsr18th-cross-hsr-layout-3rd-sector-hsr
BIB - English Breakfast in the Box,26520,1,HSR,3.8,"['American', 'Continental']",40000,33,33,33,6th D Cross,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,bib-hsr-hsr
Edesia by Freshmenu,237468,1,HSR,4,"['Desserts', 'Bakery', 'Sweets']",15000,30,30,30,HSR 3rd Sector,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,edesia-hsr-3rd-sector-hsr
Burger on Demand,153724,1,Arekere,--,['Beverages'],20000,36,36,36,Bannerghata Road,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,juannos-shake-the-shake-whitefield
Bathinda Junction,22052,1,HSR,4.1,"['Punjabi', 'North Indian', 'Biryani']",25000,34,34,34,24th Main,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,bathinda-junction-hsr-hsr
Dessert Studio by Third Wave,289833,1,HSR,4.5,['Desserts'],20000,38,38,38,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,dessert-studio-by-third-wave-hsr-hsr
Asha tiffins,201224,1,HSR,4.3,"['Indian', 'South Indian', 'Beverages']",20000,35,35,35,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,asha-tiffins-hsr-hsr-2
HomeSe Just Veg,91092,1,HSR,3.9,"['Home Food', 'South Indian', 'North Indian']",20000,36,36,36,7th Sector,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,homese-just-veg-hsr
Napoli Italian Bistro,93594,1,Bellandur Sarjapur,3.6,"['Continental', 'Italian']",80000,40,40,40,"Ambalipura, Sarjapur Road",30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,napoli-italian-bistro-hsr-hsr
Toque,309782,1,HSR,4.3,"['Beverages', 'Healthy Food']",20000,38,38,38,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,2500,,toque-life-hsr-hsr
The Kitchen Story,186127,1,Bellandur Sarjapur,3.8,"['Chinese', 'North Indian', 'Snacks']",25000,43,43,43,Junnasandra,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,the-kitchen-story-bellandur-sarjapur-bellandur-sarjapur
Dessert Studio by Third Wave,289835,1,Bellandur Sarjapur,4.5,['Desserts'],20000,40,40,40,Bellandur Sarjapur,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,dessert-studio-by-third-wave-bellandur-sarjapur-bellandur-sarjapur
SNACKS MANDI,203283,1,Electronic City,3.6,['Kebabs'],25000,43,43,43,Electronic City,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,indi-seekh-kebabs-electronic-city-electronic-city
