name,rest_id,city,area,rating,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link,slug
Thalaivars Biryani,296693,1,Bellandur Sarjapur,4.3,"['Andhra', 'Biryani', 'Hyderabadi', 'South Indian', 'Indian']",30000,41,41,41,Bellandur Sarjapur,Extra ₹30 Cashback,FLAT_CASHBACK,RESTAURANT,3800,,thalaivars-biryani-bellandur-sarjapur-bellandur-sarjapur
VYBHAV PALACE,324355,1,BTM,3.9,"['Biryani', 'North Indian', 'Chinese']",20000,48,48,48,BTM,Extra ₹30 Cashback,FLAT_CASHBACK,RESTAURANT,5800,,vybhav-palace-btm-btm
Omleterian,167422,1,Electronic City,3.7,['American'],30000,59,59,59,Neeladri Nagar,Extra ₹30 Cashback,FLAT_CASHBACK,RESTAURANT,5800,,omleterian-electronic-city
Shudh Desi Bhukkad,317882,1,Kudlu Gate,--,['Chinese'],30000,36,36,36,HSR,60% off | Use DEAL60,Percentage,RESTAURANT,0,,shudh-desi-bhukkad-hsr-hsr
GHAR WALA KHANA,302418,1,Kudlu Gate,--,['Indian'],14900,32,32,32,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,ghar-wala-khana-kudlu-gate-kudlu-gate
PUNJAB TIME,302416,1,Kudlu Gate,--,"['Punjabi', 'North Indian']",9900,43,43,43,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,punjab-time-kudlu-gate-kudlu-gate
CHOLE BHATURA AND PARATHAS,302429,1,Kudlu Gate,--,"['Indian', 'Chinese']",15000,34,34,34,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,chole-bhatura-and-parathas-kudlu-gate-kudlu-gate
Sabzi Aur Roti,302428,1,Kudlu Gate,--,['Indian'],15000,36,36,36,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,sabzi-aur-roti-kudlu-gate-kudlu-gate
RJ 14 KITCHEN,302431,1,Kudlu Gate,--,['Indian'],15000,24,24,24,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,rj-14-kitchen-kudlu-gate-kudlu-gate
GULSHAN KA DHABA,302672,1,Kudlu Gate,--,['Indian'],14900,28,28,28,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,gulshan-ka-dhaba-kudlu-gate-kudlu-gate
89 EXPRESS DHABA,300446,1,Kudlu Gate,--,['Continental'],15000,44,44,44,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,89-express-dhaba-kudlu-gate-kudlu-gate
Marwadi Chaat  Tiffin Services,300968,1,Kudlu Gate,--,"['Indian', 'North Indian']",15000,29,29,29,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2300,,marwadi-chaat-tiffin-services-kudlu-gate-kudlu-gate
LeanCrust Pizza,313460,1,HSR,--,"['Pizzas', 'Italian', 'Healthy Food']",35000,28,28,28,Harlur Road,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,leancrust-pizza-harlur-road-hsr
MEALFUL WRAPS,274772,1,HSR,--,"['Fast Food', 'North Indian', 'Desserts', 'Snacks', 'Indian']",25000,28,28,28,Harlur Road,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,mealful-wraps-meals-in-a-wrap-harlur-road-hsr
The Good Bowl,210198,1,Kudlu Gate,--,"['Fast Food', 'North Indian']",40000,35,35,35,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,the-good-bowl-aecs-layout-kudlu-gate
Cake Factory,320296,1,HSR,--,"['Bakery', 'Desserts']",35000,34,34,34,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,cake-factory-hsr-hsr
Slurpy Shakes,59615,1,Bellandur Sarjapur,--,"['Beverages', 'Ice Cream', 'Desserts']",20000,30,30,30,Bellandur/Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,slurpy-shake-rjapur-main-rd-kaikondrahalli-bellandursarjapur
Mera Wala Paratha,243963,1,Bellandur Sarjapur,--,['North Indian'],40000,38,38,38,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,mera-wala-paratha-bellandur-sarjapur-bellandur-sarjapur
Susie's Burgers,215410,1,HSR,--,"['American', 'Fast Food']",30000,38,38,38,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,susie's-burgers-hsr-hsr
BaHa Smoothie,333293,1,HSR,--,"['Healthy Food', 'Juices', 'Beverages', 'Snacks', 'Desserts']",40000,38,38,38,SECTOR 3,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,baha-smoothies-sector-3-hsr
Natural Ice Creams Mow,337562,1,HSR,--,"['Desserts', 'Ice Cream']",12000,37,37,37,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,natural-ice-creams-mow-hsr-hsr-2
Boss Burger,234702,1,Bellandur Sarjapur,--,"['American', 'Continental', 'Pastas', 'Italian', 'Desserts', 'Beverages', 'Snacks', 'Combo', 'Fast Food']",50000,37,37,37,Doddakannelli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,boss-burger-doddakannelli-bellandur-sarjapur
Natural Ice Creams Mow,337549,1,Koramangala,--,"['Ice Cream', 'Desserts']",12000,46,46,46,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,natural-ice-creams-mow-hsr-hsr
ICE HOUSE DESSERTS,173593,1,Bellandur Sarjapur,--,"['Desserts', 'Ice Cream', 'Beverages', 'Bakery']",20000,53,53,53,bellandur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4800,,shakes-wagon-test-prod-area
The Foody Station,333648,1,Bellandur Sarjapur,--,"['American', 'Continental', 'Fast Food', 'Snacks']",15000,49,49,49,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4800,,the-foody-station-bellandur-sarjapur-bellandur-sarjapur
Hungeroo,177502,1,Electronic City,--,"['Pizzas', 'Italian', 'Desserts', 'Fast Food']",50000,54,54,54,electronic city phase 2,50% off | Use SWIGGYIT,Percentage,RESTAURANT,4800,,hungeroo-test-prod-area-2
Foodie Paradise,214641,1,Arekere,--,"['Combo', 'Italian', 'Pizzas']",20000,55,55,55,Bilekahalli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5800,,foodie-paradise-koramangala-koramangala
Punjab Curry House,339702,1,Bellandur Sarjapur,--,"['North Indian', 'Biryani']",30000,38,38,38,"5th Main, Iblur Village",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,punjab-curry-house-5th-main-iblur-village-bellandur-sarjapur
Big Biriyani Company,237522,1,HSR,--,"['Biryani', 'Mughlai']",35000,39,39,39,HSR 3rd Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,big-biryani-company-hsr-3rd-sector-hsr
BOX8 - Desi Meals,289257,1,HSR,4.3,"['North Indian', 'Biryani', 'Fast Food', 'Combo', 'Snacks']",25000,22,22,22,Harlur Road,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,box8-desi-meals-harlur-road-hsr
Punjabi Unplugged,151047,1,Kudlu Gate,4.1,"['North Indian', 'Chinese', 'Indian', 'Mughlai', 'Biryani']",30000,25,25,25,HSR,60% off | Use DEAL60,Percentage,RESTAURANT,0,,punjabi-unplugged-hsr
homely,66864,1,Kudlu Gate,4,"['Home Food', 'North Indian', 'South Indian', 'Healthy Food', 'Beverages', 'Chettinad', 'Combo', 'Desserts', 'Hyderabadi', 'Indian', 'Lucknowi', 'Maharashtrian', 'Mangalorean', 'Punjabi', 'Rajasthani', 'Snacks', 'Sweets', 'Thalis']",20000,26,26,26,Haralakunte Village,60% off | Use DEAL60,Percentage,RESTAURANT,0,,homely-kudlu-gate-test-prod-area
Yumlane Ice Creams & Desserts,266486,1,Kudlu Gate,4,"['Ice Cream', 'Desserts', 'Beverages']",20000,26,26,26,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,yumlane-ice-creams-&-desserts-kudlu-gate-kudlu-gate
Great Indian Khichdi,246632,1,HSR,4.3,"['Indian', 'Home Food', 'Healthy Food']",20000,28,28,28,"24th Cross Road,Sector 2",50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,great-indian-khichdi-hsr-hsr
Frozen Bottle,107708,1,Bellandur Sarjapur,4.2,"['Beverages', 'Ice Cream', 'Desserts']",25000,28,28,28,Harlur Road,50% off | Use SPECIALS,Percentage,RESTAURANT,2600,,frozen-bottle-sarjapur-disabled-2
BalleLicious Kitchen,70039,1,Kudlu Gate,4.2,"['Punjabi', 'North Indian', 'Chinese', 'Mughlai', 'Desserts', 'Biryani']",25000,29,29,29,HSR,60% off | Use DEAL60,Percentage,RESTAURANT,0,,ballelicious-kitchen-hsr-hsr
Bengali Aahar,285007,1,Kudlu Gate,4.2,"['Bengali', 'Snacks', 'Fast Food', 'Home Food', 'Biryani']",25000,29,29,29,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,petoo---bengali-kudlu-gate-kudlu-gate
Tata Cha,320944,1,HSR,4.2,"['Cafe', 'Beverages', 'Bakery', 'Chaat', 'Desserts', 'Fast Food', 'Healthy Food', 'Home Food', 'Maharashtrian', 'Snacks', 'Street Food', 'Sweets', 'Indian', 'Combo', 'Parsi']",10000,29,29,29,Sector 2,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,tata-cha-hsr-hsr
Itminaan Biryani - Dum Pukht,313595,1,HSR,4.1,"['Biryani', 'North Indian', 'Mughlai']",40000,29,29,29,Harlur Road,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,itminaan-dum-pukht-biryani-harlur-road-hsr
Healthful,310683,1,Kudlu Gate,3.8,"['Continental', 'Indian', 'Oriental', 'Healthy Food', 'Pan-Asian', 'Home Food', 'North Indian', 'Chinese', 'Desserts', 'Salads']",25000,29,29,29,Kudlu Gate,60% off | Use DEAL60,Percentage,RESTAURANT,0,,food-street-kudlu-gate-kudlu-gate
Chai Point,10306,1,HSR,4.3,"['Bakery', 'Cafe', 'Combo', 'Beverages', 'Maharashtrian', 'Snacks', 'Street Food', 'South Indian', 'Punjabi', 'Fast Food']",15000,30,30,30,5th Main,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,chai-point-5th-main-hsr
Bowlsome,219699,1,HSR,4.4,"['Indian', 'North Indian', 'Desserts']",25000,31,31,31,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,bowlsome-link-rd-bda-layout-hsr
"THE KOLKATTA	CUISINE",301675,1,Kudlu Gate,4.1,"['Bengali', 'Chaat', 'Snacks']",20000,31,31,31,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,"the-kolkatta	cuisine-kudlu-gate-kudlu-gate"
PATUK BANGALI,337086,1,Kudlu Gate,4,"['Bengali', 'Snacks', 'Chaat']",25000,31,31,31,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,patuk-bangali-kudlu-gate-kudlu-gate
NIC Natural Ice Creams,69138,1,HSR,4.6,"['Ice Cream', 'Desserts']",12000,32,32,32,15th A Main HSR Layout,50% off | Use SPECIALS,Percentage,RESTAURANT,2600,,nic-natural-ice-creams-devarabisanahalli-bellandur-kadubeesanahalli
Mama Mia! - Italian Ice Creams,184129,1,HSR,4.2,"['Ice Cream', 'Desserts', 'Bakery', 'Sweets']",20000,32,32,32,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,mama-mia-hsr
Pastawallah,277432,1,HSR,4.1,['Italian'],20000,32,32,32,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,pastawallah-hsr-hsr
Veg Luv Bowl,277178,1,Koramangala,4,"['Indian', 'Desserts']",20000,32,32,32,Koramangala,50% off on all orders,Percentage,RESTAURANT,2600,,veg-luv-bowl-koramangala-koramangala-2
Khichdi Kahani,276659,1,HSR,3.9,"['Healthy Food', 'North Indian']",20000,32,32,32,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,khichdi-kahani-hsr-hsr
The Daily Diner,305833,1,HSR,3.8,"['North Indian', 'Indian', 'Beverages', 'Home Food', 'Combo', 'Healthy Food', 'South Indian']",25000,32,32,32,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,paratha-combo-link-rd-bda-layout-hsr
LunchBox,210200,1,Kudlu Gate,3.6,['North Indian'],30000,32,32,32,AECS Layout,60% off | Use DEAL60,Percentage,RESTAURANT,2300,,lunchbox-aecs-layout-kudlu-gate
Khichdi Experiment,184156,1,HSR,4.4,"['Home Food', 'Healthy Food', 'Indian']",25000,33,33,33,"Link Rd, BDA Layout",50% off | Use SPECIALS,Percentage,RESTAURANT,2300,,khichidi-experiment-27th-main-hsr-layout-hsr
EatFit,272232,1,Bellandur Sarjapur,4.4,"['Biryani', 'North Indian']",27000,33,33,33,"5th Main, Iblur Village",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,eat-fit-5th-main-iblur-village-bellandur-sarjapur
Gourmet Pizzas By Yumlane,251838,1,Kudlu Gate,4.2,"['Pizzas', 'Desserts', 'Ice Cream', 'Beverages', 'Italian']",35000,33,33,33,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,gourmet-pizzas-by-yumlane-kudlu-gate-kudlu-gate
Sandwich Eats,230259,1,HSR,4.2,"['Fast Food', 'Indian', 'Snacks', 'Beverages', 'Bakery', 'Desserts']",9900,33,33,33,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,sandwich-eats-hsr-hsr
A2B Veg,304,1,HSR,4.2,"['South Indian', 'North Indian', 'Sweets', 'Chinese']",45000,33,33,33,BDA Complex,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,a2b-veg-sector-6-hsr
Yumlane Pizza,118541,1,Bellandur Sarjapur,3.8,"['Pizzas', 'Desserts', 'Ice Cream', 'Beverages', 'Italian']",30000,33,33,33,Kasavanahalli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,yumlane-pizza-kasavanahalli-bellandursarjapur
The Biryani Life,210199,1,Kudlu Gate,3.4,"['Biryani', 'Mughlai', 'Indian']",25000,33,33,33,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,the-biryani-life-aecs-layout-kudlu-gate
Biryani Khazana,203786,1,HSR,4.3,['Biryani'],40000,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,biryani-khazana-hsr-hsr
The Daily Bowl,256718,1,HSR,4.2,"['North Indian', 'Indian']",25000,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-daily-bowl-hsr-hsr
Canteen Central,124852,1,HSR,4.2,"['Snacks', 'Fast Food', 'North Indian', 'South Indian']",20000,34,34,34,24th main Parangipalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,zippy-hsr
Bowl 99,329428,1,HSR,4.1,['Indian'],25000,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,bowl-99-hsr-hsr
"FROST	&	FEATHER",280283,1,HSR,4,"['Pizzas', 'Beverages', 'Ice Cream', 'American', 'Continental', 'Desserts']",30000,34,34,34,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2300,,"frost	&	feather-hsr-hsr"
Pop Pulao,281460,1,HSR,3.8,['Indian'],20000,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,pop-pulao-hsr-hsr
The Veggie Thali,277179,1,HSR,3.8,['Indian'],20000,34,34,34,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-veggie-thali-hsr-hsr
Cafe Coffee Day,65512,1,Bellandur Sarjapur,3.7,"['Beverages', 'Snacks', 'Desserts']",30000,34,34,34,"PLOT NO 73,BINEETA PLAZA",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,cafe-coffee-day-plot-no-73bineeta-plaza-bellandursarjapur
Smoodies,110402,1,HSR,4.3,"['Beverages', 'Healthy Food']",14000,35,35,35,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,smoodies-marathahalli
Adiga's,381,1,HSR,4.2,"['South Indian', 'North Indian', 'Chinese', 'Thalis', 'Fast Food', 'Juices', 'Desserts']",20000,35,35,35,7th Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,vasudev-adigas-7th-sector-hsr
Hungry Panda,312170,1,Bellandur Sarjapur,3.8,"['Asian', 'Chinese', 'Pan-Asian', 'Snacks']",25000,35,35,35,Bellandur Sarjapur,60% off | Use DEAL60,Percentage,RESTAURANT,2600,,hungry-panda-bellandur-sarjapur-bellandur-sarjapur-2
Crazy Bao,312286,1,Bellandur Sarjapur,3.7,"['Chinese', 'Pan-Asian', 'Asian', 'Snacks', 'Beverages']",20000,35,35,35,Bellandur Sarjapur,60% off | Use DEAL60,Percentage,RESTAURANT,2600,,crazy-bao-bellandur-sarjapur-bellandur-sarjapur-2
Sandwich Point,262749,1,HSR,4.3,['Indian'],9900,36,36,36,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,sandwich-point-hsr-hsr
Paratha Meal co,329435,1,HSR,4.3,['Indian'],25000,37,37,37,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,paratha-meal-co-hsr-hsr
Natural Ice Creams Mow,337531,1,Bellandur Sarjapur,4.2,"['Ice Cream', 'Desserts']",12000,37,37,37,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,natural-ice-creams-mow-bellandur-sarjapur-bellandur-sarjapur
Rolls On Wheels,1308,1,HSR,3.9,['Fast Food'],30000,37,37,37,Opposite NIFT College,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,rolls-on-wheels-opposite-nift-college-hsr
Pizza Hut,240736,1,Kudlu Gate,3.7,"['Fast Food', 'Pizzas']",35000,37,37,37,Bommanahalli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,pizza-hut-bommanahalli-kudlu-gate
Maggie's Kitchen,277433,1,HSR,4.4,['North Indian'],20000,38,38,38,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,maggie's-kitchen-hsr-hsr
The Golden Thali,213932,1,HSR,4.3,"['Indian', 'North Indian']",20000,38,38,38,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-golden-thali-hsr-hsr
The Golden Bowl,213933,1,HSR,4.3,"['Indian', 'North Indian']",20000,38,38,38,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-golden-bowl-hsr-hsr
Canteen Central,124940,1,Bellandur Sarjapur,4.1,"['Snacks', 'Fast Food', 'North Indian', 'South Indian']",20000,38,38,38,Bellandur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,zippy-bellandur-sarjapur
FreshMenu,6907,1,HSR,4,"['Chinese', 'Continental', 'Italian', 'Mediterranean', 'Thai', 'Lebanese', 'American', 'Asian', 'Beverages', 'Bakery', 'Biryani', 'Cafe', 'Desserts', 'Mexican', 'North Indian', 'Salads', 'Pizzas']",25000,38,38,38,HSR 3rd Sector,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,freshmenu-hsr-3rd-sector-hsr
Koyla's,86996,1,HSR,3.9,"['North Indian', 'Fast Food', 'Mughlai', 'Seafood', 'Kebabs']",25000,38,38,38,"19th main road, 2nd sector",50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,koyla-marathahalli-marathahalli
Pohaful,278035,1,HSR,4.4,['Snacks'],20000,39,39,39,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,pohaful-hsr-hsr
Roti Curry and Co,277180,1,HSR,4.3,['Indian'],20000,39,39,39,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,roti-curry-and-co-hsr-hsr
Shahenshah Biryani,259375,1,HSR,4.3,['Biryani'],40000,39,39,39,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,shahenshah-biryani-hsr-hsr
Royale Rolls,280767,1,Koramangala,4.1,['Continental'],20000,39,39,39,Koramangala,50% off on all orders,Percentage,RESTAURANT,2600,,royale-rolls-koramangala-koramangala-2
Wow! Momo,294590,1,HSR,3.9,"['Tibetan', 'Fast Food', 'Chinese', 'Snacks', 'Continental', 'Desserts']",30000,39,39,39,HSR SECTOR 4 CCD,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,wow-momo-hsr-sector-4-ccd-koramangala
Thali 99,329426,1,HSR,4.4,['North Indian'],25000,40,40,40,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,thali-99-hsr-hsr
Chai Kahani,276666,1,HSR,4.3,['Beverages'],10000,40,40,40,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,chai-kahani-hsr-hsr
Bombay Kulfi,140628,1,Bellandur Sarjapur,4.2,['Desserts'],10000,40,40,40,Bellandur,60% off on orders above ₹149,Percentage,RESTAURANT,4800,,bombay-kulfi-test-prod-area-2
The Daily Meal,256754,1,HSR,3.9,['Indian'],25000,40,40,40,HSR,50% off on all orders,Percentage,RESTAURANT,2600,,the-daily-meal-hsr-hsr
AUNTIE FUNG'S,308588,1,Bellandur Sarjapur,3.9,"['Asian', 'Chinese', 'Thai']",50000,40,40,40,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,auntie-fung's-bellandur-sarjapur-bellandur-sarjapur
Anjappar,436,1,HSR,3.7,"['Chettinad', 'Thalis', 'Biryani', 'Chinese', 'Tandoor']",60000,40,40,40,Sector 6,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,anjappar-sector-6-hsr
Paratha Maharaj,203785,1,Kudlu Gate,4.5,"['North Indian', 'Punjabi']",20000,41,41,41,Kudlu Gate,50% off on all orders,Percentage,RESTAURANT,2600,,paratha-maharaj-kudlu-gate-kudlu-gate
Roll Rutba,313824,1,HSR,4.2,"['Fast Food', 'Beverages']",20000,41,41,41,Mangammanapalya,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,roll-rutba-hsr-hsr
Galito's,334102,1,Bellandur Sarjapur,4.2,"['African', 'Fast Food']",40000,41,41,41,Varthur Hobli,50% off | Use SWIGGYIT,Percentage,RESTAURANT,2600,,galitos-varthur-hobli-bellandur-sarjapur
Burger King,57283,1,HSR,4.2,"['American', 'Fast Food']",35000,41,41,41,"Ground floor , HSR layout Sectror  3",50% off | Use SPECIALS,Percentage,RESTAURANT,2600,,burger-king-ground-floor-hsr-layout-sectror-3-hsr
Jacky Ching,244730,1,HSR,3.9,['Chinese'],20000,41,41,41,Sector 1,50% off on orders above ₹99,Percentage,RESTAURANT,2600,,jacky-ching-hsr-hsr
Chandni Chowk 2 Bangalore,317494,1,Arekere,3.9,"['Chinese', 'Indian']",30000,42,42,42,Arekere,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,chandni-chowk-2-bangalore-arekere-arekere
Little Italy,16036,1,Bellandur Sarjapur,4,"['Pizzas', 'Salads', 'Combo', 'Italian', 'Mexican', 'Desserts', 'Beverages']",85000,43,43,43,Sarjapur Road,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,little-italy-sarjapur-road-bellandursarjapur
Yumlane Biryani,282216,1,Electronic City,3.7,"['Mughlai', 'Biryani']",40000,43,43,43,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,3800,,yumlane-biryani-electronic-city-electronic-city
Desi Dhaba,178398,1,Electronic City,3.8,['North Indian'],35000,44,44,44,Electronic City,60% off | Use DEAL60,Percentage,RESTAURANT,0,,desi-dhaba-electronic-city-electronic-city
BUN MASKA CHAI,276736,1,Bellandur Sarjapur,3.4,"['Snacks', 'Beverages', 'Chinese', 'North Indian', 'Italian', 'Continental']",25000,44,44,44,Bellandur Sarjapur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,bun-maska-chai-bellandur-sarjapur-bellandur-sarjapur
Dande's Hyderabad Biryani,59676,1,Arekere,3.8,"['Biryani', 'Chinese', 'North Indian', 'Desserts', 'Andhra', 'Beverages', 'Seafood', 'Hyderabadi']",60000,45,45,45,Vijaya Bank Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,dandes-hyderabad-biryani-bannerghatta-road-btm
Call A Cake,45196,1,BTM,4.2,['Desserts'],30000,46,46,46,old Madiwala,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,,call-a-cake-btm-btm
