name,rest_id,city,area,rating,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link,slug
Maareddy's Hyderabad Biryani House,213531,1,Kudlu Gate,3.4,"['Biryani', 'Chinese', 'Indian', 'Tandoor', 'Hyderabadi', 'Andhra', 'Punjabi']",300.0,27,27,27,"PWD Quarters, Harlur",,,,23.0,,maareddy's-hyderabad-biryani-house-electronic-city-electronic-city
Breakfast Express,220641,1,Kudlu Gate,4.0,"['Continental', 'North Indian', 'South Indian', 'Healthy Food', 'American', 'Beverages', 'British', 'Cafe', 'Combo', 'European', 'Desserts']",200.0,31,31,31,Kudlu,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,breakfast-express-kudlu-kudlu-gate
Chef Of Shanghai,334348,1,HSR,--,['Chinese'],250.0,27,27,27,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,chef-of-shanghai-hsr-hsr
Combo Junction,334345,1,HSR,--,"['Indian', 'Combo']",200.0,29,29,29,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,combo-junction-hsr-hsr
Mughlai Cravings,235277,1,HSR,4.0,"['Chinese', 'Indian', 'Tandoor', 'Mughlai']",200.0,29,29,29,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,cravings-hsr-hsr
Pappe De Desi Parathe,330058,1,Kudlu Gate,--,['Indian'],250.0,43,43,43,Kudlu Gate,40% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,pappe-de-desi-parathe-kudlu-gate-kudlu-gate
Bengali Aahar,285007,1,Kudlu Gate,4.2,"['Bengali', 'Snacks', 'Fast Food', 'Home Food', 'Biryani']",250.0,28,28,28,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,petoo---bengali-kudlu-gate-kudlu-gate
BIRYANI CO,301150,1,Kudlu Gate,4.4,"['Biryani', 'Mughlai', 'Punjabi', 'North Indian', 'Hyderabadi', 'Kebabs']",500.0,32,32,32,HSR,30% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,biryani-co-hsr-hsr
Domino's Pizza,49668,1,Bangalore,4.3,['Pizzas'],400.0,30,30,30,Haralur Village,30% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,dominos-pizza-haralur-village-bellandursarjapur
SO-BUR,334606,1,Kudlu Gate,4.3,"['American', 'Continental', 'Fast Food']",400.0,36,36,36,Kudlu Gate,40% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,so-bur-kudlu-gate-kudlu-gate
Kadavu Shappu Curry's,118468,1,Kudlu Gate,4.3,"['Kerala', 'Biryani', 'Chinese', 'North Indian']",200.0,28,28,28,Muneshwara nagar,20% off on orders above ₹300,Percentage,RESTAURANT,23.0,,kadavu-shappu-curry39s-hsr
Zaikedar Kitchen,67372,1,Kudlu Gate,3.8,"['Bengali', 'North Indian', 'Chinese', 'Punjabi', 'Thalis', 'Mughlai', 'Seafood', 'Hyderabadi', 'Fast Food', 'Andhra', 'Beverages']",500.0,28,28,28,Kudlu Gate,15% off on all orders,Percentage,RESTAURANT,23.0,,zaikedar-kitchen-kudlu-gate-test-prod-area
Sri Bhagya Veg,195392,1,Kudlu Gate,4.1,"['North Indian', 'South Indian']",250.0,26,26,26,Kudlu Gate,,,,23.0,,sri-bhagya-veg-kudlu-gate-kudlu-gate
The Bowl Company,146387,1,Kudlu Gate,4.1,"['Continental', 'North Indian', 'Pan-Asian', 'Desserts', 'American', 'Asian', 'Beverages', 'Biryani', 'Chinese', 'Combo', 'European', 'Fast Food', 'Grill', 'Hyderabadi', 'Indian', 'Italian', 'Kebabs', 'Lucknowi', 'Mediterranean', 'Mexican', 'Mughlai', 'Oriental', 'Pas']",300.0,29,29,29,Kudlu,50% off | Use SPECIALS,Percentage,RESTAURANT,25.0,,the-bowl-company-kudlu-gate
Snackeaze Cafe,172417,1,Kudlu Gate,--,"['Italian', 'Chinese', 'North Indian', 'Pizzas', 'Beverages', 'Snacks', 'Combo', 'Home Food']",200.0,24,24,24,HSR Layout Extension 2,,,,23.0,,snackeaze-cafe-marathahalli
Little Paradise Express,330545,1,HSR,4.1,"['Biryani', 'North Indian', 'Andhra', 'Chinese']",200.0,29,29,29,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,little-paradise-express-hsr-hsr
homely,66864,1,Kudlu Gate,4.1,"['Home Food', 'North Indian', 'South Indian', 'Healthy Food', 'Beverages', 'Chettinad', 'Combo', 'Desserts', 'Hyderabadi', 'Indian', 'Lucknowi', 'Maharashtrian', 'Mangalorean', 'Punjabi', 'Rajasthani', 'Snacks', 'Sweets', 'Thalis']",200.0,27,27,27,Haralakunte Village,50% off | Use SPECIALS,Percentage,RESTAURANT,0.0,,homely-kudlu-gate-test-prod-area
Artinci - Healthy Desserts,259581,1,Whitefield ,--,"['Healthy Food', 'Keto', 'Desserts', 'Ice Cream', 'Snacks', 'Beverages', 'Bakery']",300.0,27,27,27,Kudlu Gate,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,guilt-free-treats--by-artinci-kudlu-gate-kudlu-gate
Healthful,310683,1,Kudlu Gate,4.0,"['Continental', 'Indian', 'Oriental', 'Healthy Food', 'Pan-Asian', 'Home Food', 'North Indian', 'Chinese', 'Desserts', 'Salads']",250.0,30,30,30,Kudlu Gate,60% off | Use DEAL60,Percentage,RESTAURANT,0.0,,food-street-kudlu-gate-kudlu-gate
Freshery,249310,1,Kudlu Gate,4.5,"['Healthy Food', 'Juices', 'Beverages', 'Combo', 'Salads', 'Snacks', 'Vegan']",200.0,30,30,30,Haralakunte Village,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,freshery-haralakunte-village-kudlu-gate
FUEL,344467,1,HSR,--,"['Healthy Food', 'Juices']",149.0,32,32,32,Kudlu Gate,20% off on orders above ₹250,Percentage,RESTAURANT,23.0,,fuel-kudlu-gate-kudlu-gate
Chef Bakers,284179,1,Kudlu Gate,--,"['Bakery', 'Desserts']",250.0,24,24,24,HSR,,,,23.0,,chef-bakers-hsr-hsr-2
CANTEEN CO,301139,1,HSR,4.8,"['North Indian', 'Street Food', 'Combo', 'Chaat']",400.0,28,28,28,HSR,25% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,canteen-co-hsr-hsr
Families Food Court,71937,1,HSR,3.9,"['Chinese', 'North Indian']",300.0,25,25,25,Kudlu gate,,,,23.0,,families-food-court-kudlu-gate-test-prod-area
Sandwich Guru,174784,1,HSR,4.4,"['Fast Food', 'Snacks', 'Beverages']",99.0,28,28,28,HSR LAYOUT,45% off on all orders,Percentage,RESTAURANT,26.0,,sandwich-guru-hsr
Mughal Treat,5770,1,HSR,4.1,"['Arabian', 'Chinese']",400.0,30,30,30,Sector 2,,,,23.0,,mughal-treat-hsr
NMR Multicuisine Restaurant,110514,1,Kudlu Gate,3.7,"['Chinese', 'North Indian', 'Beverages', 'Seafood']",300.0,32,32,32,AECS Layout,,,,23.0,,nmr-multicuisine-restaurant-kudlu_gate
LunchBox,210200,1,Kudlu Gate,3.6,['North Indian'],300.0,33,33,33,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,lunchbox-aecs-layout-kudlu-gate
Sweet Truth,210192,1,Kudlu Gate,--,['Desserts'],500.0,25,25,25,AECS Layout,30% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,sweet-truth-aecs-layout-kudlu-gate
Aarogya Bhavan,217802,1,Kudlu Gate,4.1,"['Fast Food', 'Chaat', 'Ice Cream', 'Juices', 'South Indian', 'Salads', 'Snacks']",250.0,26,26,26,AECS layout,,,,23.0,,aarogya-bhavan-kudlu-gate-kudlu-gate-2
PATUK BANGALI,337086,1,Kudlu Gate,4.0,"['Bengali', 'Snacks', 'Chaat']",250.0,32,32,32,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,patuk-bangali-kudlu-gate-kudlu-gate
SAPTAPADI KOLKATA,336354,1,Kudlu Gate,4.6,"['Bengali', 'Biryani', 'Snacks']",300.0,35,35,35,Kudlu Gate,,,,23.0,,saptapadi-kolkata-kudlu-gate-kudlu-gate
THE KOLKATTA	CUISINE,301675,1,Kudlu Gate,4.1,"['Bengali', 'Chaat', 'Snacks']",200.0,32,32,32,Kudlu Gate,50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,the-kolkatta	cuisine-kudlu-gate-kudlu-gate
BENGALI EXPERIMENTS,338930,1,Kudlu Gate,--,"['Bengali', 'Snacks', 'Chaat']",250.0,30,30,30,Kudlu Gate,,,,23.0,,bengali-experiments-kudlu-gate-kudlu-gate-2
The Daily Diner,305833,1,HSR,3.8,"['North Indian', 'Indian', 'Beverages', 'Home Food', 'Combo', 'Healthy Food', 'South Indian']",250.0,44,44,44,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,paratha-combo-link-rd-bda-layout-hsr
Rusbury Fresh Sweets and Savouries,128140,1,Kudlu Gate,4.2,"['Sweets', 'Desserts', 'Street Food', 'Chaat']",150.0,33,33,33,ACES Layout,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,rusbury-fresh-sweets-savouries-test-prod-area
NEW AMBUR HOT DUM BIRIYANI,338556,1,Kudlu Gate,--,['Biryani'],200.0,32,32,32,Kudlu Gate,,,,23.0,,new-ambur-hot-dum-biriyani-kudlu-gate-kudlu-gate
Halli Mane Badoota,110421,1,Kudlu Gate,4.1,"['South Indian', 'North Indian', 'Seafood']",250.0,26,26,26,AECS MAIN ROAD,,,,23.0,,halli-mane-badoota-central-bangalore
Donne Biriyani House,45408,1,HSR,3.4,"['Biryani', 'South Indian', 'Combo']",200.0,27,27,27,Koramangala,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,donne-biriyani-koramangala-1st-block-koramangala
Coal Spark Restaurant,290156,1,HSR,4.1,"['Arabian', 'North Indian', 'Chinese', 'Biryani', 'Barbecue', 'Desserts', 'Juices', 'Ice Cream', 'Seafood', 'Kerala', 'Tandoor']",250.0,43,43,43,HSR,30% off on orders above ₹149,Percentage,RESTAURANT,23.0,,coal-spark-restaurant-hsr-hsr
Happy Days,93589,1,Electronic City,2.8,"['Chinese', 'South Indian', 'North Indian', 'Desserts', 'Fast Food', 'Andhra', 'Beverages', 'Mughlai', 'Seafood', 'Punjabi', 'Hyderabadi']",300.0,34,34,34,Electronic city,30% off on orders above ₹189,Percentage,RESTAURANT,23.0,,happy-days-electronic-city-kudlu_gate
Udupi Palace,42294,1,HSR,4.2,"['Beverages', 'Biryani', 'Chinese', 'Desserts', 'North Indian', 'South Indian']",150.0,30,30,30,HSR,20% off on orders above ₹149,Percentage,RESTAURANT,26.0,,udupi-palace-00-hsr
Sagar fast food,100588,1,HSR,4.1,"['South Indian', 'North Indian', 'Fast Food']",150.0,30,30,30,24th main road 2nd sector,10% off on orders above ₹120,Percentage,RESTAURANT,23.0,,sagar-fast-food-hsr
Donne Biriyanis Junction,320177,1,HSR,3.1,"['Biryani', 'Indian']",300.0,30,30,30,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,donne-biriyanis-junction-hsr-hsr
Quickie.in,308486,1,HSR,4.3,"['Snacks', 'Beverages']",200.0,31,31,31,HSR,15% off on all orders,Percentage,RESTAURANT,23.0,,quickie.in-hsr-hsr
The Biryani Experiment,219721,1,HSR,4.0,"['Mughlai', 'Biryani']",500.0,34,34,34,"Link Rd, BDA Layout",40% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,isfahani-biryani-link-rd-bda-layout-hsr
Immunity Booster Meals by Lunchbox,263814,1,Kudlu Gate,--,"['North Indian', 'Desserts', 'Biryani']",200.0,26,26,26,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,navratri-meals-by-faasos-aecs-layout-kudlu-gate
SLAY Coffee,219174,1,Kudlu Gate,4.5,"['Beverages', 'Cafe', 'Desserts']",200.0,33,33,33,AECS Layout,60% off | Use DEAL60,Percentage,RESTAURANT,23.0,,slay-coffee-aecs-layout-kudlu-gate
Behrouz Biryani,210187,1,Kudlu Gate,4.2,['Biryani'],600.0,33,33,33,AECS Layout,20% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,behrouz-biryani-aecs-layout-kudlu-gate
Faasos,210185,1,Kudlu Gate,4.3,"['Fast Food', 'North Indian']",500.0,31,31,31,AECS Layout,60% off | Use DEAL60,Percentage,RESTAURANT,23.0,,faasos-aecs-layout-kudlu-gate
Firangi Bake,210191,1,Kudlu Gate,4.4,"['Italian', 'Spanish', 'Mexican', 'Continental']",500.0,33,33,33,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,firangi-bake-aecs-layout-kudlu-gate
The Good Bowl,210198,1,Kudlu Gate,--,"['Fast Food', 'North Indian']",400.0,31,31,31,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,the-good-bowl-aecs-layout-kudlu-gate
Ovenstory Pizza,210188,1,Kudlu Gate,4.2,['Pizzas'],600.0,35,35,35,AECS Layout,40% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,ovenstory-pizza-aecs-layout-kudlu-gate
The Biryani Life,210199,1,Kudlu Gate,3.4,"['Biryani', 'Mughlai', 'Indian']",250.0,31,31,31,AECS Layout,50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,the-biryani-life-aecs-layout-kudlu-gate
Mr CANE,231181,1,Kudlu Gate,--,['Juices'],100.0,26,26,26,Kudlu Gate,,,,23.0,,mr-cane-kudlu-gate-kudlu-gate
Indian Desi Momos,220195,1,Kudlu Gate,3.4,['Chinese'],200.0,26,26,26,"60feet road, singsandra",,,,23.0,,indian-desi-momos-kudlu-gate-kudlu-gate
Gulpp,305857,1,HSR,--,"['Beverages', 'Desserts']",150.0,27,27,27,"Link Rd, BDA Layout",,,,23.0,,beverages-shakes-link-rd-bda-layout-hsr
Deccan Biryani House,286428,1,HSR,4.4,"['Biryani', 'South Indian', 'Hyderabadi', 'Coastal', 'Desserts', 'Combo', 'Fast Food', 'Kerala', 'Sri Lankan', 'Chettinad']",350.0,34,34,34,HSR,20% off | Use SWIGGYIT,Percentage,RESTAURANT,26.0,,colombo-tea-house-hsr-hsr
Idli Master,314260,1,Kudlu Gate,--,"['South Indian', 'Chinese']",180.0,34,34,34,Kudlu Gate,,,,23.0,,idli-master-kudlu-gate-kudlu-gate
Momo'sman & more,253493,1,Kudlu Gate,4.2,['Chinese'],160.0,29,29,29,Kudlu Gate,,,,23.0,,momo'sman-&-more-kudlu-gate-kudlu-gate
Mani's Dum Biryani,170045,1,Arekere,4.1,['Indian'],483.0,35,35,35,Lakshmi Layout Road,10% off | Use SWIGGYIT,Percentage,RESTAURANT,26.0,,manis-dum-biryani-lakshmi-layout-road-kudlu-gate
Bowlsome,219699,1,HSR,4.4,"['Indian', 'North Indian', 'Desserts']",250.0,34,34,34,"Link Rd, BDA Layout",50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,bowlsome-link-rd-bda-layout-hsr
THE HOMESTYLE KITCHEN,338400,1,Kudlu Gate,--,['South Indian'],200.0,36,36,36,Kudlu Gate,,,,23.0,,the-homestyle-kitchen-kudlu-gate-kudlu-gate
Onesta,336826,1,HSR,3.8,"['Italian', 'Desserts', 'Pizzas']",200.0,47,47,47,"1st Sector, HSR",60% off | Use DEAL60,Percentage,RESTAURANT,26.0,,onesta-4-1st-sector-hsr-hsr
Mistaan Sweets and Chaats,291028,1,HSR,--,"['Chaat', 'Snacks']",150.0,28,28,28,HSR,,,,23.0,,mistaan-sweets-and-chaats-hsr-hsr
Paratha Experiment,254868,1,HSR,4.2,"['North Indian', 'Punjabi']",200.0,33,33,33,"Link Rd, BDA Layout",60% off | Use DEAL60,Percentage,RESTAURANT,23.0,,paratha-experiment-link-rd-bda-layout-hsr
Khichdi Experiment,184156,1,HSR,4.4,"['Home Food', 'Healthy Food', 'Indian']",250.0,31,31,31,"Link Rd, BDA Layout",50% off | Use SPECIALS,Percentage,RESTAURANT,23.0,,khichidi-experiment-27th-main-hsr-layout-hsr
Nashta Express,280576,1,HSR,4.1,"['Home Food', 'Healthy Food', 'Indian']",200.0,33,33,33,"Link Rd, BDA Layout",30% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,breakfast-experiment-by-ola-foods-link-rd-bda-layout-hsr
Kolkata Biryani & Kati Roll,196348,1,HSR,--,['Indian'],300.0,26,26,26,HSR,,,,23.0,,kolkata-biryani-&-kati-roll-hsr-hsr
Kolkata Rolls & Fast Food,77873,1,HSR,3.1,['Fast Food'],150.0,27,27,27,Anki Reddy Bavana Parangi Palya,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,kolkata-rolls-fast-food-hsr-1-hsr
Kolkata Biryani,175523,1,HSR,--,"['Biryani', 'Chinese', 'Fast Food']",300.0,26,26,26,,,,,23.0,,kolkata-biryani-hsr
Cake Factory,320296,1,HSR,--,"['Bakery', 'Desserts']",350.0,34,34,34,HSR,50% off | Use SWIGGYIT,Percentage,RESTAURANT,23.0,,cake-factory-hsr-hsr
Kaati Zone Rolls and Wraps,76251,1,HSR,4.4,"['Fast Food', 'Beverages', 'Bengali', 'Biryani', 'Indian', 'North Indian', 'Snacks', 'Street Food', 'Healthy Food']",150.0,36,36,36,HSR,40% off | Use SWIGGYIT,Percentage,RESTAURANT,0.0,,kz-mini-rolls-koramangala-1-koramangala
Night Fox,69729,1,Electronic City,2.9,"['Chinese', 'South Indian', 'North Indian', 'Desserts', 'Fast Food', 'Andhra', 'Beverages', 'Mughlai', 'Seafood', 'Punjabi', 'Hyderabadi']",300.0,34,34,34,Singasandra,30% off on orders above ₹189,Percentage,RESTAURANT,23.0,,night-fox-kudlu-gate-test-prod-area
Vijayawada Style,157341,1,Electronic City,3.2,['Indian'],360.0,33,33,33,"electronics city, Phase 2",30% off on orders above ₹189,Percentage,RESTAURANT,23.0,,vijayawada-style-banaswadi
Lassi Magic,121709,1,Kudlu Gate,--,"['American', 'Desserts', 'Fast Food', 'Beverages']",105.0,30,30,30,Kudlu_gate,,,,23.0,,lassi-magic-kudlu_gate
